age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes_x,u_feedLifeCycle_x,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label_y,cillabel,pro,label_x
3,2,34,168,2,17,4,11,136,2387,8,56,4,17,14,17,14,17,7,-7,9,0,2,11,19,899,6,1,1,-1,-1,98,0
5,2,46,235,5,34,7,19,296,2125,8,16,0,16,15,16,16,16,0,-12,133,9,8,13,19,1219,6,1,1,-1,-1,0,0
3,2,34,232,2,16,7,37,328,2013,8,35,6,17,10,17,14,17,5,-25,101,8,0,11,19,1081,6,1,1,-1,-1,0,0
3,2,27,356,2,26,6,32,203,2425,8,28,8,17,14,17,13,17,6,-12,202,0,5,11,19,1364,7,1,1,-1,-1,0,0
8,2,17,402,5,28,6,20,143,1705,8,42,0,16,16,16,16,10,0,-14,90,9,9,13,19,1303,10,1,0,-1,-1,0,0
3,4,18,329,2,17,5,35,90,2486,5,35,6,17,14,17,14,17,9,-25,100,0,0,14,19,327,2,2,0,-1,-1,0,0
7,2,30,160,3,16,3,32,337,1458,8,56,2,17,16,17,13,17,2,1505,144,0,0,11,16,145,6,2,1,-1,-1,0,0
7,2,44,188,2,16,5,12,131,1844,8,55,5,17,14,17,14,17,4,-14,24,9,2,11,19,1037,11,1,1,-1,-1,101,0
8,2,17,245,4,34,7,31,133,2108,8,45,8,11,16,17,16,17,0,-15,112,4,0,11,19,606,9,1,0,-1,-1,0,0
9,4,17,204,4,17,6,20,231,2095,8,47,8,17,16,17,14,17,4,2485,77,1,7,11,19,791,5,1,1,-1,-1,0,0
7,2,29,325,2,35,6,20,145,2103,8,52,2,17,16,17,13,10,2,205,99,0,9,11,19,1301,6,1,0,-1,-1,0,0
9,2,13,176,2,32,2,32,297,2231,8,56,6,17,14,17,14,17,6,2,97,0,2,11,11,15,5,1,0,-1,-1,0,0
3,2,41,374,5,24,5,20,91,2434,8,40,9,17,10,17,14,17,7,2646,169,0,0,13,19,-38,7,7,0,-1,-1,0,0
6,2,30,166,2,16,5,36,259,2384,8,18,6,17,13,17,13,17,6,-2,171,0,0,13,19,829,7,1,0,-1,-1,21,0
7,2,30,369,2,17,5,20,231,2133,8,35,2,17,10,17,13,17,9,-9,96,1,0,13,19,873,17,2,0,-1,-1,0,0
5,2,20,320,5,33,5,20,287,2110,8,55,0,17,14,17,13,11,0,-8,56,3,9,13,19,801,6,1,1,-1,-1,0,0
5,2,14,145,2,30,5,19,232,2116,8,19,0,16,15,16,16,16,0,-11,213,0,5,13,19,1141,1,5,1,-1,-1,0,0
8,2,27,340,2,16,5,12,137,2426,8,37,5,17,14,17,13,17,6,-10,198,3,4,13,19,1421,9,1,1,1,-1,0,0
8,3,30,297,5,35,4,20,132,1466,8,42,6,17,16,17,14,17,2,-12,33,6,0,11,19,142,17,1,1,-1,-1,39,0
5,2,30,115,5,16,3,11,223,2133,8,52,6,17,10,17,14,17,7,-9,23,0,9,11,19,376,5,1,1,-1,-1,0,0
4,4,13,248,5,34,2,20,135,2102,8,56,6,17,10,17,11,17,5,971,85,4,6,13,19,1106,2,2,1,-1,-1,0,0
5,2,42,467,2,17,4,20,192,2437,8,56,9,17,14,17,14,17,9,-1,170,0,0,12,19,1310,7,4,0,1,-1,99,0
5,4,30,250,5,31,6,20,157,1032,8,20,0,16,15,16,16,10,0,833,133,0,9,13,19,1312,6,1,1,-1,-1,0,0
8,2,34,395,4,16,5,21,242,2144,8,42,9,17,16,17,14,17,2,-18,49,1,0,13,19,1207,12,4,0,1,-1,-1,0
4,2,21,155,2,31,3,32,167,2113,8,40,7,17,10,17,13,17,4,-7,110,2,9,14,19,989,3,1,0,-1,-1,0,0
5,2,27,325,5,16,2,14,286,1568,8,42,4,17,14,17,15,17,7,-23,78,9,9,13,19,1235,15,1,1,-1,-1,0,0
5,2,22,335,2,31,6,19,219,2109,8,60,0,16,15,16,16,16,0,2,98,7,8,13,19,628,6,5,0,-1,-1,0,0
7,2,18,153,3,12,6,19,270,1496,8,37,0,11,16,16,10,13,0,793,157,9,9,13,19,361,10,1,0,1,-1,0,0
7,2,13,400,3,17,5,10,149,2137,8,16,8,17,14,17,14,17,7,-16,107,6,2,13,11,971,2,1,0,-1,-1,0,0
5,2,21,308,5,34,7,20,201,1521,8,38,5,17,16,17,13,17,6,-5,97,0,9,11,19,826,7,1,1,1,-1,0,0
8,2,21,238,2,19,6,18,202,2130,8,35,0,17,14,17,13,17,7,-26,105,0,0,13,19,1483,7,1,0,-1,-1,0,1
3,4,29,403,5,17,4,20,97,1304,8,53,5,17,10,17,14,17,4,-6,46,0,0,13,11,473,9,2,0,-1,-1,101,0
8,2,16,383,4,10,2,20,259,2138,8,43,2,17,10,17,14,17,9,-17,95,0,0,13,19,697,7,1,0,-1,-1,99,0
6,2,46,359,2,24,5,35,333,1194,8,41,8,17,16,17,13,17,2,-13,68,7,0,13,19,924,2,1,0,-1,-1,0,0
3,2,17,377,2,24,4,29,148,1734,8,23,4,17,16,17,11,11,6,13,146,4,9,13,19,382,9,1,0,1,-1,0,0
5,2,21,225,2,16,6,20,179,2111,8,55,0,15,16,17,15,11,8,-1,117,8,8,11,4,80,6,1,0,-1,-1,0,0
8,2,42,138,5,17,2,20,98,2123,8,65,2,17,10,17,14,17,9,2378,195,0,9,11,19,669,9,2,0,1,-1,0,0
3,2,18,171,2,22,6,22,231,2112,8,26,0,11,15,16,10,11,0,-11,100,6,5,11,19,319,6,1,1,-1,-1,0,0
6,2,18,359,2,34,7,19,305,2102,8,36,0,16,15,16,15,16,0,-10,213,0,8,13,19,547,6,4,1,-1,-1,0,0
5,2,22,135,2,33,7,20,299,2103,8,36,0,16,15,16,16,16,0,-17,87,7,2,11,19,644,9,1,1,-1,-1,0,0
8,2,17,326,5,35,2,30,201,2107,8,42,7,17,16,17,13,17,5,2,97,3,9,13,19,359,6,1,0,-1,-1,0,0
3,2,30,337,2,32,6,36,362,2500,8,13,6,17,14,17,14,17,2,-19,94,0,9,13,19,1361,9,1,0,-1,-1,0,0
7,2,44,321,2,16,3,13,221,2470,8,53,9,17,14,17,13,17,9,-6,167,0,0,13,16,1097,7,1,0,-1,-1,70,0
3,4,20,395,5,16,3,13,197,2673,8,25,9,17,10,17,14,17,4,-3,75,5,0,13,19,1470,11,1,0,1,-1,100,0
5,2,44,408,4,16,5,20,131,2480,8,20,9,17,10,17,14,17,4,-1,58,0,9,11,19,1058,9,12,0,-1,-1,0,0
3,2,18,190,4,34,6,36,169,1466,8,43,6,17,16,11,14,11,2,-10,172,4,2,11,19,1065,2,1,1,1,-1,0,0
7,2,27,350,5,16,3,10,376,2134,8,50,4,17,10,17,14,17,9,2352,194,6,0,13,5,-35,6,2,0,-1,-1,0,0
8,2,43,119,3,16,5,21,120,1899,8,73,6,17,14,17,14,17,4,-16,200,6,4,13,19,1087,11,1,0,-1,-1,0,0
5,2,20,435,5,33,5,12,213,2439,8,27,6,17,14,17,14,17,9,-7,218,1,0,13,19,261,4,1,0,-1,-1,0,1
3,2,13,322,5,33,6,28,335,2100,8,68,0,11,16,16,13,13,0,1,116,0,9,11,19,833,7,7,0,-1,-1,0,0
4,4,44,209,3,17,3,19,123,2378,8,28,4,17,14,17,14,17,7,-8,170,0,0,13,19,949,9,1,1,1,-1,0,0
3,2,44,252,2,17,7,21,239,1754,8,63,2,17,13,17,10,17,8,2,165,6,9,13,19,959,7,2,1,-1,-1,38,0
8,3,16,447,2,12,4,20,173,1839,8,52,2,17,16,17,10,17,8,-7,111,0,0,11,19,1277,3,2,0,-1,-1,0,0
3,2,27,142,5,33,5,28,233,2119,8,57,0,16,15,16,16,16,0,-11,98,3,4,11,19,1253,6,3,1,-1,-1,0,0
7,3,45,174,2,34,5,35,208,1923,8,46,8,17,10,17,14,17,9,-23,53,0,0,11,19,547,7,2,0,1,-1,0,0
8,2,21,353,4,30,6,19,286,2112,8,38,0,16,15,16,16,16,0,-2,109,0,2,13,11,1153,12,1,0,-1,-1,0,0
3,2,18,335,5,19,4,20,228,2488,8,53,5,17,16,17,14,17,4,-3,100,4,2,11,19,782,17,1,0,-1,-1,0,0
3,2,21,303,2,23,6,32,214,1513,8,61,6,17,15,17,17,11,7,-8,209,6,0,11,19,1030,6,1,1,-1,-1,0,0
3,2,17,274,2,35,6,21,228,1478,8,45,8,17,16,17,11,17,0,1,141,0,2,11,19,462,7,2,0,-1,-1,0,0
2,2,21,367,2,17,5,20,212,1782,8,74,6,17,14,17,13,17,2,-10,212,0,9,11,19,920,11,1,0,-1,-1,0,0
5,4,21,177,3,25,2,30,259,1472,8,11,8,17,16,17,14,17,2,90,95,3,2,13,19,1243,6,1,0,1,-1,0,0
5,4,21,361,2,17,6,20,133,1203,8,37,2,17,10,17,14,17,7,2395,196,1,0,13,19,1217,9,1,1,1,-1,0,0
3,4,17,213,2,33,6,21,123,1816,8,30,9,17,10,17,10,17,6,-5,107,0,0,13,19,905,1,1,0,-1,-1,97,0
2,2,43,360,2,16,4,20,205,1481,8,67,5,17,16,17,14,17,2,2468,99,0,9,10,19,595,3,1,0,-1,-1,100,0
5,2,30,355,4,12,5,20,339,1546,8,28,0,11,15,16,17,16,0,1636,202,6,9,13,19,1331,6,1,1,-1,-1,0,0
5,2,43,152,4,32,7,27,125,1588,8,56,0,11,15,16,16,11,0,-2,96,0,9,11,19,556,6,1,1,-1,-1,0,0
7,2,21,101,5,34,7,20,381,2447,8,21,6,17,16,17,15,17,6,-1,115,0,9,11,19,1331,6,1,0,-1,-1,0,0
6,2,18,414,2,16,6,36,184,2114,8,64,7,11,16,11,11,16,2,978,167,7,9,13,19,1254,13,2,1,-1,-1,101,0
3,2,14,149,2,16,8,19,238,1045,8,18,0,11,16,16,16,10,2,906,107,7,7,13,19,1441,10,2,1,-1,-1,0,0
4,2,13,382,4,17,5,31,298,2049,8,56,2,17,10,17,14,17,8,-14,109,1,6,11,19,930,2,18,0,-1,-1,0,0
3,2,46,368,4,32,4,21,156,2121,8,12,2,17,10,17,14,11,2,-7,108,3,9,13,19,476,11,12,0,-1,-1,0,0
6,3,26,274,2,34,6,32,205,1514,8,24,2,17,14,17,14,17,7,172,60,0,0,10,19,2,3,1,0,-1,-1,0,0
4,2,18,139,2,33,7,20,268,1110,8,57,0,11,15,16,16,16,0,13,60,9,9,13,19,1244,6,1,0,-1,-1,0,0
3,2,26,428,4,16,5,13,285,1846,8,57,9,17,14,17,14,17,5,-15,98,0,4,13,19,1530,7,3,0,-1,-1,42,0
7,2,18,314,5,17,6,20,233,1490,8,54,8,17,10,17,13,17,8,-11,198,0,0,10,19,276,9,2,0,-1,-1,0,0
3,2,21,144,2,31,4,19,289,2108,8,38,0,16,15,16,16,16,0,899,155,0,5,13,19,1138,6,1,0,-1,-1,0,0
7,2,21,390,5,15,3,20,268,1779,8,16,6,17,10,17,15,17,7,-8,148,2,2,13,11,997,6,2,0,1,-1,0,0
8,2,17,216,3,17,4,23,317,2562,8,32,9,17,14,17,13,17,9,-10,143,6,0,13,19,1403,15,8,1,-1,-1,100,0
5,2,12,256,2,16,4,32,265,2127,8,26,2,17,10,17,13,17,5,1,221,0,9,13,11,1183,4,1,0,-1,-1,78,0
2,4,13,184,2,18,6,14,220,1805,8,42,4,17,14,17,14,17,8,144,207,2,0,13,19,292,13,1,0,-1,-1,0,0
8,2,31,314,2,34,4,19,233,2467,8,63,0,16,15,16,16,16,0,-10,97,7,8,13,19,1179,6,4,0,-1,-1,0,0
2,4,17,199,2,20,5,12,329,2111,8,54,8,17,16,17,13,17,0,181,209,9,0,13,19,234,19,1,1,-1,-1,99,0
8,2,26,342,3,34,7,19,118,2103,8,55,7,16,16,17,15,17,0,1446,24,3,2,11,19,830,17,1,1,-1,-1,0,0
2,2,31,120,5,34,5,20,294,2505,8,42,8,17,16,17,13,17,5,1388,165,1,9,10,19,508,2,1,0,-1,-1,0,0
8,2,29,138,5,17,8,32,118,1361,8,45,9,17,14,17,13,17,7,-9,71,0,0,13,11,151,9,6,0,1,-1,98,0
3,2,20,256,2,16,6,21,246,1519,8,59,4,17,10,17,10,15,6,-5,216,9,9,13,19,423,2,1,0,-1,-1,0,0
3,2,13,316,4,15,5,13,176,1663,8,38,9,17,14,17,14,17,6,-12,57,1,0,13,19,174,7,1,1,-1,-1,0,0
9,2,13,382,2,23,4,32,226,1061,8,25,2,17,16,17,14,17,7,-6,97,4,9,13,19,748,7,1,0,-1,-1,0,0
3,2,34,139,2,34,6,20,260,2412,8,25,0,14,16,16,10,16,0,-19,100,6,5,11,19,1255,7,1,1,-1,-1,0,0
5,2,18,155,2,30,7,19,181,2119,8,54,0,16,15,16,16,16,0,-20,105,0,2,13,19,145,6,6,0,-1,-1,0,0
3,2,18,246,2,34,4,12,166,2096,8,37,8,11,16,16,10,10,6,1613,27,0,7,13,19,920,6,1,0,-1,-1,0,0
3,2,12,175,2,12,2,20,101,2387,8,42,4,11,16,17,13,17,2,5,98,3,9,10,19,767,14,1,0,-1,-1,43,0
5,2,31,133,2,34,7,28,158,2121,8,20,0,16,15,16,15,16,0,-11,97,1,4,13,19,1271,6,1,1,-1,-1,0,0
7,2,33,280,4,16,4,32,137,1512,8,26,5,17,16,17,14,17,2,0,80,3,8,10,19,768,3,1,0,-1,-1,104,0
8,2,44,123,2,16,7,10,124,1277,8,38,9,17,14,17,14,17,6,6,49,1,0,13,5,702,6,4,0,1,-1,0,0
5,2,34,371,2,23,5,19,259,1565,8,62,0,16,15,16,16,16,0,-16,117,0,8,13,19,1040,6,7,1,1,-1,0,0
7,2,30,338,4,20,7,20,235,2095,8,50,4,16,16,17,15,15,0,1,137,4,0,11,19,619,6,2,0,-1,-1,0,0
3,3,33,158,4,19,4,24,289,1861,8,52,5,17,10,17,14,17,2,2400,10,2,6,13,19,805,8,3,0,1,-1,0,0
8,4,33,373,4,15,5,32,279,2315,8,44,9,17,10,17,14,17,9,-9,165,0,0,13,19,844,6,4,0,-1,-1,0,0
3,2,26,225,2,17,5,11,180,2495,8,39,4,17,10,17,13,17,9,-9,20,0,9,13,19,1167,9,4,0,-1,-1,20,0
5,2,46,237,2,34,5,28,253,2108,8,14,0,16,15,16,16,11,0,1473,85,0,9,13,19,929,6,3,0,-1,-1,0,0
3,4,43,157,3,32,6,20,318,1782,8,47,7,17,14,17,10,17,6,2402,76,6,0,14,19,111,2,1,1,-1,-1,0,0
7,2,28,306,4,16,7,11,105,1622,8,48,9,17,16,17,15,17,8,1,203,0,0,10,11,888,9,12,0,-1,-1,102,0
5,2,26,162,5,20,4,21,300,2122,8,23,2,17,10,17,14,17,6,146,97,4,6,13,19,744,2,2,0,1,-1,0,0
2,2,44,417,2,34,6,19,119,2379,8,42,6,14,16,11,13,11,6,-15,56,2,9,10,19,117,6,1,1,-1,-1,0,0
5,2,20,165,4,33,6,29,119,1748,8,42,6,17,11,17,13,17,4,2839,8,1,9,11,19,948,2,1,1,-1,-1,0,0
5,2,20,260,3,16,5,21,99,1541,8,54,0,17,10,17,14,17,8,-9,201,6,0,13,19,144,2,2,0,1,-1,98,0
8,2,17,132,2,17,5,21,265,2023,8,50,8,17,16,17,13,17,8,-5,17,0,0,13,19,563,5,6,1,-1,-1,18,0
5,2,30,360,2,16,6,20,165,1751,8,53,0,11,14,17,15,11,8,-3,9,1,8,13,19,783,16,1,0,-1,-1,0,0
5,2,47,300,5,23,7,20,288,2118,8,18,0,16,15,16,16,16,0,-20,215,6,7,11,19,1337,6,1,1,1,-1,0,0
8,4,34,268,2,20,4,12,232,1826,8,20,6,15,16,17,11,17,8,2596,202,0,4,11,19,932,9,20,0,-1,-1,0,0
8,2,43,374,2,17,4,11,287,2396,8,37,5,17,16,17,14,17,5,-9,82,3,2,13,19,483,5,2,0,1,-1,0,1
5,2,27,229,2,33,5,29,139,2119,8,40,2,17,14,17,13,15,5,-6,97,9,0,13,19,894,2,1,1,-1,-1,0,0
8,2,43,224,2,18,7,11,302,1140,8,53,4,17,16,17,14,17,7,-16,200,8,2,13,19,1366,2,2,1,-1,-1,97,0
7,2,21,170,4,17,5,29,237,2355,8,63,2,17,14,17,14,17,7,-3,10,3,9,11,19,789,7,1,0,1,-1,0,0
4,2,21,125,3,17,6,30,184,1512,8,43,6,17,14,17,15,17,2,-4,198,0,7,11,16,78,14,2,1,-1,-1,0,0
5,2,31,301,4,27,6,20,211,2114,8,49,0,16,15,11,16,16,0,1140,82,0,2,13,19,1223,6,10,1,-1,-1,0,0
9,2,13,169,2,17,5,20,192,1497,8,36,7,17,14,17,14,17,4,2573,47,6,0,13,4,634,6,4,0,1,-1,0,0
5,3,20,128,4,32,5,20,101,2134,8,54,6,17,10,17,11,17,9,-11,16,0,0,13,19,813,2,1,0,-1,-1,0,0
7,3,21,123,3,13,2,13,123,1232,8,53,9,17,16,17,14,17,4,2578,49,1,9,13,19,512,6,1,0,-1,-1,0,0
7,4,26,413,5,15,2,20,307,1536,8,56,6,17,10,17,14,17,8,-14,194,0,2,11,19,1195,3,1,0,-1,-1,0,0
3,2,26,184,2,16,5,13,272,2080,8,67,6,17,16,17,14,17,7,2650,169,0,9,13,19,1048,6,7,0,-1,-1,0,0
7,2,21,407,4,34,7,20,251,2109,8,61,0,16,15,16,16,16,0,-6,113,0,8,10,19,1020,1,7,0,-1,-1,0,0
7,2,20,384,5,16,5,13,200,1691,8,40,5,17,10,17,14,17,8,2361,18,0,0,13,11,1270,7,3,0,-1,-1,40,0
4,2,21,247,5,33,7,19,133,2115,8,65,0,16,15,16,16,16,0,-10,109,0,9,13,19,1208,7,9,1,-1,-1,0,0
5,2,21,346,2,34,7,20,324,1735,8,67,7,11,16,17,10,10,5,-9,19,0,9,11,19,1058,17,15,0,-1,-1,0,0
7,2,14,356,2,31,6,20,260,2446,8,62,7,17,16,16,16,16,0,-24,176,7,8,13,19,196,6,1,1,-1,-1,0,0
5,2,14,222,4,34,8,21,242,2108,8,42,0,17,16,16,15,14,0,-5,103,6,9,13,11,1342,6,1,1,-1,-1,0,0
5,2,13,232,2,30,7,38,140,2102,8,16,6,17,14,17,13,17,2,-5,170,9,7,12,19,963,7,2,0,-1,-1,0,0
3,2,22,365,2,31,6,19,296,2479,8,13,0,16,15,16,13,11,0,-12,26,0,4,13,19,1103,6,6,0,-1,-1,0,0
6,2,33,156,5,16,5,12,198,2107,8,25,4,17,10,17,13,17,7,-1,204,1,2,13,16,70,2,1,1,1,-1,98,0
7,2,19,188,2,18,5,28,145,1127,8,9,5,17,16,17,13,17,8,1736,96,1,0,11,19,305,5,1,0,1,-1,0,0
4,2,33,228,3,16,4,11,197,2146,8,47,5,17,10,17,13,17,5,2526,15,1,0,13,19,1196,10,12,0,1,-1,0,0
7,2,43,314,2,16,8,31,230,2114,8,55,7,17,14,17,13,17,4,4,99,0,5,13,19,1100,9,11,0,-1,-1,0,0
2,4,20,250,5,34,7,19,244,1741,8,25,5,17,16,16,13,16,4,97,227,1,9,11,19,1294,6,12,0,-1,-1,0,0
5,4,29,417,5,15,6,36,127,2544,8,12,4,17,10,17,14,17,9,2582,201,6,0,13,19,-162,9,1,0,-1,-1,98,0
3,2,43,421,5,17,3,16,94,2442,8,57,6,17,10,17,13,17,5,-14,23,1,2,11,19,1512,7,1,0,1,-1,0,0
3,2,17,212,2,34,5,12,139,2128,8,26,7,17,10,17,14,17,9,-6,76,0,0,13,19,1480,7,3,0,-1,-1,0,0
3,2,44,307,2,16,5,20,124,2044,8,56,4,17,10,17,10,17,7,-11,213,1,2,11,19,262,3,1,1,-1,-1,0,0
7,2,44,139,2,11,7,28,175,1746,8,16,0,16,15,17,16,10,0,2329,108,9,0,13,19,-63,6,7,0,-1,-1,0,0
4,4,27,191,4,16,6,19,280,1543,8,48,0,16,15,16,16,10,0,829,48,0,8,13,19,388,6,10,1,-1,-1,0,0
5,2,18,353,2,17,6,19,161,1042,8,53,0,14,16,17,13,10,7,24,23,7,9,12,19,384,7,9,0,-1,-1,0,0
3,2,43,412,4,16,5,20,292,1361,8,41,4,17,14,17,14,17,2,126,9,6,4,13,19,229,3,4,0,-1,-1,0,0
6,3,27,176,3,16,4,31,307,1242,8,38,9,17,14,17,14,17,9,-13,16,1,0,11,19,-136,4,3,0,1,-1,0,0
7,2,21,225,2,17,5,30,151,2633,8,47,9,17,16,17,13,17,8,2452,107,1,0,13,11,779,4,2,0,-1,-1,101,0
8,2,20,124,5,33,3,10,105,1578,8,51,6,17,10,17,14,17,9,-14,170,0,0,13,19,1275,1,4,1,-1,-1,0,0
4,2,44,357,4,28,5,27,113,2555,8,35,9,17,10,17,14,17,4,-16,80,2,0,13,19,822,13,1,0,1,-1,97,0
3,3,20,300,2,17,6,13,113,2062,8,72,2,17,10,17,14,17,9,2398,99,0,0,11,19,822,10,7,0,-1,-1,0,0
8,2,21,286,3,17,6,21,252,2603,8,20,9,17,14,17,14,17,9,2285,96,0,0,13,11,659,8,1,0,-1,-1,19,0
2,2,14,396,2,17,7,20,161,2093,8,36,6,17,16,17,14,17,5,2384,77,0,8,11,19,1004,14,1,0,-1,-1,0,0
2,2,30,172,2,16,3,13,133,1576,8,20,9,17,14,11,13,17,6,1434,96,0,9,11,19,1110,7,2,0,1,-1,39,0
8,2,34,157,5,13,4,18,349,2115,8,56,6,17,10,17,14,17,6,-13,19,0,9,11,19,1322,2,1,0,-1,-1,0,0
2,2,18,116,5,34,7,19,143,1491,8,41,0,16,15,17,16,10,0,1557,167,9,1,13,19,424,6,1,1,-1,-1,0,0
7,2,17,298,5,16,5,20,236,1495,8,57,4,17,16,17,13,10,2,-10,20,1,2,13,11,1029,6,2,1,-1,-1,0,0
3,2,34,186,4,19,8,37,167,1461,8,53,8,17,16,17,14,17,4,379,113,1,0,14,19,427,10,7,0,1,-1,0,1
5,2,27,258,2,23,6,28,262,1491,8,16,0,16,15,16,15,16,0,-10,28,0,9,11,19,194,6,2,0,-1,-1,0,0
5,2,46,361,2,34,4,28,237,1570,8,39,0,17,16,17,15,15,7,1449,101,4,0,10,19,1069,7,1,0,-1,-1,0,0
5,2,17,159,4,30,6,20,228,1831,8,38,0,16,15,16,16,16,0,-9,88,0,8,13,19,971,6,3,1,1,-1,0,0
8,2,44,396,5,30,6,20,110,2123,8,38,2,17,14,17,14,17,4,-2,4,4,9,13,19,1080,11,1,0,-1,-1,0,0
8,2,13,325,5,26,6,31,147,2111,8,53,0,16,15,16,15,16,0,-15,228,0,2,11,19,931,6,2,0,1,-1,0,0
7,2,13,206,2,22,3,20,114,1830,8,22,8,17,14,17,15,17,8,-5,203,0,0,13,19,26,5,1,0,-1,-1,0,0
3,2,33,311,5,34,7,29,131,2110,8,30,5,17,16,17,14,11,6,-7,96,4,9,13,19,1099,6,2,0,-1,-1,0,0
2,2,12,361,4,17,7,21,126,1788,8,40,2,17,10,17,13,17,9,-9,194,0,0,11,19,739,1,3,0,-1,-1,0,0
7,2,28,186,5,31,2,20,384,2422,8,41,7,17,16,17,11,11,6,753,99,2,5,13,19,1071,11,1,1,-1,-1,0,0
3,2,45,365,5,16,4,20,339,2434,8,54,5,17,16,17,14,17,2,2458,9,0,0,11,11,1411,3,2,1,-1,-1,0,0
3,2,21,105,2,16,5,17,283,1792,8,51,6,17,16,17,14,17,2,-3,108,0,9,12,19,153,7,1,0,-1,-1,0,0
8,2,22,201,4,20,6,20,374,1786,8,17,4,17,14,17,14,17,9,2700,14,0,6,13,19,336,5,2,0,1,-1,0,0
7,2,17,136,3,34,5,29,330,2114,8,47,0,16,15,16,16,16,0,-31,168,7,9,13,19,1235,6,1,0,-1,-1,0,0
2,2,13,381,2,22,5,21,98,2407,8,56,7,17,16,17,15,17,7,-16,215,7,7,13,11,939,12,3,0,-1,-1,0,1
4,2,20,220,2,34,5,13,204,1299,8,20,9,17,14,17,14,17,6,2479,208,0,6,13,19,162,7,1,0,-1,-1,0,0
4,2,27,133,2,17,5,29,343,2366,5,53,5,17,16,17,11,17,8,-7,50,2,8,10,19,1281,6,1,1,-1,-1,0,0
7,2,20,284,2,17,4,20,207,2502,8,42,8,11,16,17,14,17,2,-4,43,0,0,12,19,433,6,1,0,-1,-1,0,0
7,2,18,153,4,34,7,19,234,2102,8,13,0,16,15,11,16,16,0,-17,130,0,9,13,19,1159,6,8,0,-1,-1,0,0
8,2,21,123,5,27,6,31,111,2442,8,21,5,17,14,17,14,17,9,2343,23,4,0,13,19,435,9,1,0,-1,-1,0,0
8,2,20,346,2,20,7,20,176,2100,8,55,2,15,16,11,15,10,2,-16,172,0,8,11,19,377,2,1,1,-1,-1,0,0
2,2,34,377,5,24,3,21,142,2138,8,41,2,17,10,17,13,17,5,201,96,2,8,11,19,1068,7,1,1,-1,-1,100,1
8,2,45,167,3,17,5,20,284,1384,8,38,5,17,10,17,14,17,7,-8,108,0,0,11,11,1200,9,6,0,-1,-1,99,0
4,2,33,305,2,23,5,21,124,2513,8,61,2,17,16,17,13,11,4,-2,167,7,2,11,11,747,6,1,0,-1,-1,0,0
3,2,13,260,3,17,5,21,240,1786,8,49,6,17,11,17,15,17,8,6,5,0,0,13,19,86,7,7,1,-1,-1,0,0
5,2,17,315,5,35,6,21,143,2358,8,38,5,17,16,17,13,17,2,1478,189,0,9,13,19,1203,9,1,1,-1,-1,0,0
8,3,30,390,5,34,7,13,272,2562,8,62,7,17,13,17,14,17,5,-13,167,9,0,13,19,1352,10,1,1,-1,-1,0,0
3,2,34,97,2,32,3,20,222,1768,8,5,8,17,10,11,11,17,8,-5,11,0,9,10,19,994,6,1,0,-1,-1,0,0
8,2,26,310,2,34,7,31,183,1494,8,55,2,10,16,17,16,11,7,0,216,0,9,11,19,799,5,1,0,-1,-1,0,0
5,2,34,181,2,17,2,30,174,1739,5,35,6,17,16,17,13,17,6,-6,104,1,7,11,19,688,9,1,1,1,-1,0,0
3,2,17,108,2,16,5,32,146,2531,8,57,4,17,10,17,13,17,6,-3,164,4,9,11,16,64,8,1,0,-1,-1,0,0
7,2,17,362,2,31,8,21,124,1831,8,59,6,17,14,17,14,17,5,-15,193,0,9,13,19,1202,9,1,1,1,-1,0,0
2,2,13,183,2,35,6,33,140,2380,8,40,2,17,13,17,14,17,7,-9,96,3,0,11,19,91,7,2,0,-1,-1,0,0
5,2,43,310,2,31,5,20,365,2096,8,54,5,11,14,17,11,16,9,1409,98,2,9,13,16,1164,6,1,0,-1,-1,0,0
9,2,27,301,5,31,7,21,195,1468,8,57,0,16,15,16,13,10,0,-5,199,2,2,11,19,1045,5,2,0,-1,-1,0,0
5,2,21,422,2,32,6,21,224,1837,8,25,7,17,16,17,14,17,7,744,96,9,2,11,19,639,6,1,0,1,-1,0,0
7,4,33,402,3,17,7,30,113,2433,8,49,9,17,10,17,14,17,4,2325,24,0,0,13,19,1241,16,7,0,1,-1,0,0
9,2,17,370,2,19,6,20,251,1441,8,52,4,11,11,17,13,11,7,31,212,3,9,11,19,215,6,1,1,1,-1,0,0
2,2,13,387,2,31,6,19,370,1500,8,37,4,14,16,17,15,11,6,-11,110,9,0,13,19,886,10,1,1,1,-1,0,0
3,4,24,291,4,25,5,20,200,1753,8,57,6,17,14,17,14,17,2,4,140,2,6,11,16,1106,9,1,0,-1,-1,0,0
3,2,21,328,2,33,7,19,143,2128,8,55,0,16,15,16,16,16,0,15,51,0,4,13,19,1348,6,11,0,-1,-1,0,0
5,2,30,306,2,16,2,38,273,1098,8,43,6,17,16,17,13,11,2,2361,22,1,8,11,19,1500,15,1,1,-1,-1,98,0
5,2,13,153,4,10,4,20,129,2115,8,27,0,16,15,16,16,16,0,-28,173,0,7,12,19,1043,6,3,0,-1,-1,0,0
