u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,pro,cillabel
16,17,13,17,5,-3,78,6,9,11,19,351,2,2,0,0,0,0
11,11,14,15,0,-4,173,0,9,10,19,1304,6,1,1,0,0,0
14,17,14,17,0,2632,226,6,2,13,19,1121,7,1,1,0,0,0
14,17,15,17,7,-2,47,0,0,13,2,341,1,2,0,0,0,0
15,16,14,16,7,-8,84,0,0,13,19,392,11,4,0,0,0,0
16,17,15,11,0,4,77,9,9,13,19,235,1,8,0,0,0,0
11,17,13,17,2,4,98,0,3,10,16,1119,6,1,1,0,0,0
14,17,13,11,0,1,16,8,9,11,19,791,6,1,1,0,0,0
16,17,14,15,0,-1,63,4,4,13,19,104,1,2,0,1,20,0
14,16,14,11,3,-2,45,0,0,10,16,268,2,1,0,0,0,0
15,16,15,16,0,0,214,9,9,13,19,292,7,1,1,0,0,0
14,11,13,13,0,-2,14,9,9,11,19,126,14,1,1,0,0,0
14,17,10,11,2,6,166,0,9,11,19,763,6,1,1,0,0,0
15,16,15,16,0,-5,96,0,6,10,19,347,6,1,1,0,0,0
14,17,15,17,7,-3,147,0,0,13,11,615,2,34,0,0,0,0
11,17,13,17,9,1664,205,0,3,11,19,1368,10,1,0,0,0,0
11,17,13,17,3,858,67,4,4,11,19,1351,2,1,0,0,0,0
10,17,13,17,7,-2,133,5,9,11,19,790,0,5,0,0,0,0
11,17,13,17,2,6,161,4,9,10,19,1108,14,2,0,0,0,0
15,16,14,16,2,-4,220,0,0,13,16,857,5,8,0,0,0,0
11,17,16,17,7,875,168,0,0,13,19,1439,18,8,0,0,0,0
14,17,10,17,2,3,98,0,9,10,11,1205,6,1,1,0,0,0
11,17,14,15,9,3480,168,0,0,13,19,259,7,1,1,0,0,0
14,17,15,17,7,0,52,0,0,13,16,565,2,11,0,0,0,0
14,17,10,17,2,0,114,0,1,10,19,1222,6,1,0,0,0,0
16,11,13,13,0,1,14,9,9,10,19,700,6,1,1,0,0,0
10,17,13,11,7,2512,198,6,8,11,19,252,2,2,0,0,0,0
11,17,14,17,0,927,215,0,6,13,19,248,7,1,1,0,0,0
14,17,14,17,2,2,222,6,9,12,11,1132,18,1,0,0,0,0
15,16,15,16,0,-5,46,0,0,13,2,290,3,1,0,0,0,0
11,17,14,11,0,0,218,0,0,10,19,305,14,1,0,0,0,0
14,17,10,10,2,-1,111,3,8,10,19,604,9,11,0,0,0,0
11,17,10,17,7,1948,170,0,0,13,19,839,11,18,0,0,0,0
15,16,14,15,0,821,222,0,0,13,19,853,10,1,1,0,0,0
16,17,14,17,5,3,190,0,0,13,19,962,1,2,0,0,0,0
16,17,13,11,3,-1,67,4,9,13,2,1010,1,2,0,1,75,0
16,17,13,11,3,-14,63,4,9,13,19,1049,2,2,0,1,71,0
15,16,15,16,0,-1,14,0,9,10,19,339,2,1,0,0,0,0
10,17,15,17,5,1610,50,7,9,11,19,794,6,1,0,0,0,0
15,11,13,10,0,733,79,1,9,13,19,300,9,3,0,0,0,0
16,17,13,17,4,9,170,0,6,11,19,497,2,2,0,0,0,0
14,17,10,11,2,2,113,6,9,14,3,1282,6,1,0,0,0,0
16,11,13,17,3,2239,59,4,9,11,19,751,3,2,0,0,0,0
16,17,15,17,7,-3,184,0,0,11,2,483,2,2,0,0,0,0
11,17,13,17,5,-1,45,0,9,11,19,1414,2,2,0,0,0,0
11,17,13,11,0,-4,23,4,9,10,19,20,6,1,0,0,0,0
14,17,14,17,2,-5,67,0,0,13,3,1097,2,2,0,1,76,0
11,17,13,13,0,2994,178,4,9,11,19,691,14,1,0,1,96,0
14,17,13,17,2,2951,172,3,8,11,19,146,7,3,0,0,0,0
16,11,14,15,0,2,61,6,9,13,19,308,9,5,0,0,0,0
10,17,15,11,0,-2,15,1,6,11,19,337,6,1,1,0,0,0
16,12,13,12,0,933,178,4,9,11,19,142,6,1,1,1,39,0
14,17,14,17,2,-1,170,0,0,13,16,1110,2,10,0,0,0,0
15,16,15,16,0,-8,56,0,0,13,2,328,3,3,0,0,0,0
14,17,10,11,0,-3,6,0,9,10,19,1170,6,1,1,0,0,0
14,17,15,11,0,2,15,0,9,10,19,1380,6,1,1,0,0,0
14,17,13,10,2,-1,13,8,9,10,19,1302,8,1,0,0,0,0
13,12,14,10,0,908,113,0,6,13,19,852,7,1,1,0,0,0
10,17,15,17,5,10,219,0,0,11,19,1456,11,10,0,0,100,1
14,17,15,17,7,-2,163,0,0,11,2,653,2,16,0,0,0,0
14,17,13,17,2,3,100,2,9,10,11,765,6,1,0,0,0,0
16,11,14,15,0,2,229,6,1,13,19,147,2,1,0,0,0,0
13,11,15,11,0,0,169,5,9,10,19,725,6,1,1,0,0,0
14,17,14,17,5,23,220,0,0,13,19,1185,5,5,0,0,0,0
14,17,14,15,0,5,116,0,4,13,19,1231,7,1,1,0,0,0
14,17,10,11,0,-6,19,2,9,11,19,744,6,1,1,0,0,0
16,17,14,17,7,0,220,0,0,13,11,829,2,2,0,0,0,0
11,17,10,11,2,-1,98,0,9,10,19,1404,6,1,1,0,0,0
11,17,11,17,5,-2,221,0,0,11,19,873,10,1,0,0,0,0
14,17,14,17,2,-3,218,5,9,10,20,1276,4,1,0,0,0,0
14,17,14,17,2,3,226,6,1,13,16,1165,9,1,0,0,0,0
14,17,10,11,2,-3,97,6,9,10,19,1255,6,1,1,0,0,0
14,17,14,17,7,-2,52,0,0,13,11,819,11,1,0,0,0,0
14,17,10,17,2,-4,98,0,0,13,19,571,11,1,0,0,0,0
16,17,16,17,1,1693,176,0,0,13,11,356,4,2,0,1,42,0
14,12,14,15,0,1,108,0,6,13,19,308,7,1,1,0,0,0
10,11,13,15,0,2638,198,9,9,13,19,224,15,3,0,0,0,0
14,17,13,17,2,-3,140,6,8,11,19,63,1,1,0,0,0,0
14,17,14,17,7,1497,224,6,3,13,19,527,9,3,0,0,0,0
15,16,15,16,0,-5,97,0,3,10,19,561,6,1,1,0,0,0
13,15,14,15,0,-6,224,4,3,13,19,227,4,3,0,0,0,0
16,11,14,11,0,1899,106,4,9,11,19,1235,6,1,1,1,20,0
10,17,15,17,7,0,175,0,0,11,19,685,2,15,0,0,0,0
14,17,10,17,2,2455,200,3,2,13,19,588,10,5,0,0,0,0
14,17,14,15,3,4,217,6,9,13,19,1080,0,5,0,0,0,0
15,17,15,16,7,5,171,1,9,11,19,845,6,1,0,0,0,0
14,17,14,11,0,4,115,0,0,14,19,1262,7,1,1,0,0,0
15,16,15,16,0,-6,97,0,5,10,19,226,6,1,1,0,0,0
16,11,16,15,0,546,179,4,9,11,19,1260,7,1,1,1,0,0
11,17,14,17,3,2903,198,6,6,11,19,1209,16,3,0,0,0,0
14,17,15,11,0,-2,18,0,9,10,19,782,6,1,1,0,0,0
14,17,10,17,2,4,220,6,1,13,19,642,10,3,0,0,0,0
16,17,14,17,3,3026,145,9,9,13,19,319,10,4,0,0,0,0
16,11,14,15,7,-1,225,0,0,13,19,803,13,1,0,0,0,0
10,17,13,10,0,2834,69,4,9,11,19,946,7,1,1,0,0,0
15,16,15,16,0,902,98,1,6,11,19,229,14,1,0,0,0,0
16,17,14,17,5,1,56,0,0,13,19,1049,2,2,0,1,101,0
16,17,15,11,3,3,203,7,9,10,19,1050,2,2,0,0,0,0
15,15,15,11,0,3,10,0,6,10,19,273,6,1,1,0,0,0
14,13,14,15,0,2,231,0,0,13,2,993,2,1,0,1,21,0
14,17,14,11,2,0,170,0,2,10,19,1323,6,1,1,0,0,0
15,16,15,16,0,-1,170,0,0,12,19,857,6,1,1,0,0,0
16,17,13,17,3,1566,47,8,3,13,19,778,9,1,0,0,0,0
15,16,15,16,7,-3,52,0,3,12,19,347,2,8,0,0,0,0
16,17,13,17,5,516,216,4,8,11,19,703,13,2,0,1,75,0
14,17,13,17,2,2908,200,6,9,13,19,576,7,3,0,0,0,0
11,17,15,17,9,12,103,0,1,10,11,945,6,2,1,1,101,0
14,17,14,17,2,3,100,0,0,13,20,1321,9,1,0,0,0,0
16,17,15,17,5,1,81,0,0,13,2,583,2,28,0,0,0,0
10,13,15,11,0,1581,28,8,9,11,19,765,6,1,1,0,0,0
11,17,15,12,0,2243,111,0,9,11,19,1379,7,1,1,0,0,0
14,17,10,17,2,-4,108,6,9,11,19,771,14,1,1,0,0,0
10,17,13,17,5,1033,203,3,9,11,19,843,14,1,1,0,0,0
16,17,13,13,0,2536,169,8,7,11,19,1411,14,1,0,0,0,0
10,11,17,15,0,897,219,8,9,11,19,946,7,1,1,0,0,0
10,11,13,15,0,998,174,8,9,11,19,157,7,1,1,1,39,0
14,17,13,13,7,1374,17,8,9,11,19,626,8,3,0,0,0,0
11,17,15,11,2,-3,172,0,9,11,19,795,6,1,1,0,0,0
15,16,15,16,0,0,138,1,6,12,19,255,14,1,1,0,0,0
14,13,15,11,0,0,167,4,9,13,19,321,7,1,0,0,0,0
15,16,15,16,0,-1,46,0,0,10,11,377,6,1,0,0,0,0
16,17,16,11,0,1047,168,0,6,13,19,854,7,1,1,0,0,0
15,16,15,16,0,6,170,9,8,11,19,313,7,1,1,0,0,0
14,17,14,17,2,1104,218,0,0,13,19,594,7,1,0,0,0,0
14,15,14,15,0,2467,229,6,0,13,19,1267,7,1,1,0,0,0
10,17,15,11,0,-1,99,4,9,10,19,1069,6,1,1,1,19,0
14,17,10,17,2,2255,109,0,9,11,19,779,6,1,0,0,0,0
15,17,15,17,7,-4,77,5,6,12,19,653,18,5,0,0,0,0
11,15,13,11,0,867,70,9,9,13,19,269,7,1,1,0,0,0
11,13,13,10,0,402,103,4,9,10,19,961,1,1,0,1,40,1
14,17,14,17,2,845,218,0,7,13,19,541,7,3,0,0,0,0
14,17,14,11,1,2789,215,0,3,13,19,871,7,1,1,0,0,0
10,17,15,11,0,-5,13,1,9,10,19,1415,6,1,1,0,0,0
14,17,10,17,2,-2,13,2,9,11,19,747,6,1,1,0,0,0
11,11,14,15,3,25,105,4,1,13,19,973,2,2,0,1,23,0
10,17,13,17,7,921,170,0,8,11,19,650,6,1,1,0,0,0
11,11,14,15,0,3616,170,0,1,13,19,1331,7,1,1,0,0,0
16,11,13,15,0,2747,177,4,9,11,19,1292,14,1,0,0,0,0
14,17,10,11,0,0,97,0,2,10,19,1246,6,1,1,0,0,0
14,17,14,17,2,2316,219,0,0,13,20,551,14,1,0,0,0,0
16,11,14,15,0,14,104,4,0,11,19,1278,2,1,0,1,40,0
14,17,10,17,2,1,98,0,9,10,11,856,6,1,1,0,0,0
14,11,14,17,2,-1,104,0,0,13,16,1074,2,2,0,1,23,0
11,17,10,17,5,1037,52,0,4,11,19,1410,7,1,0,0,0,0
14,11,13,11,3,2374,190,9,9,13,19,324,2,4,0,0,0,0
11,17,14,17,7,5,221,0,0,13,19,1155,5,19,0,0,0,0
14,17,14,17,2,5,120,6,0,13,11,1195,7,1,0,0,0,0
14,17,14,17,9,-2,59,0,0,13,11,1065,2,8,0,0,0,0
10,11,15,13,0,-2,40,9,9,11,20,257,0,2,0,0,0,0
14,17,13,11,2,-3,110,4,9,10,19,745,6,1,1,0,0,0
14,17,16,17,5,3,103,0,0,11,11,1028,6,1,0,1,100,0
16,17,13,13,2,1063,170,0,8,11,19,862,7,1,1,0,0,0
10,15,13,15,0,2319,27,1,9,11,19,894,15,1,0,0,0,0
15,16,15,10,0,-7,16,9,9,11,19,295,7,1,1,0,0,0
10,17,15,11,0,-4,169,0,9,10,19,277,6,1,1,0,0,0
14,17,14,17,2,-4,113,0,9,12,3,1186,0,1,0,0,0,0
15,16,15,16,0,2,170,0,6,13,19,222,7,1,1,0,0,0
11,17,13,17,3,2353,157,9,6,11,19,1351,10,3,0,0,0,0
16,17,14,15,0,1,73,6,9,10,19,1142,6,1,1,1,41,0
14,17,14,15,0,2,99,0,4,10,19,1117,6,1,1,1,100,0
15,16,15,13,0,-1,17,1,9,10,19,772,6,1,1,0,0,0
15,16,14,16,0,-5,173,9,9,13,19,267,9,1,0,0,0,0
15,11,15,16,0,4,98,9,9,10,19,208,6,1,1,0,0,0
14,17,10,17,2,2,97,5,7,10,11,1190,6,1,0,0,0,0
11,17,11,11,5,17,104,0,9,11,19,1386,6,1,1,0,0,0
15,16,15,16,0,-8,47,1,3,13,11,317,1,2,0,0,0,0
15,16,15,11,0,5,169,5,8,13,19,608,7,1,0,0,0,0
14,15,14,15,0,947,165,0,6,13,19,884,7,1,1,0,0,0
15,17,15,17,7,-2,47,0,0,11,2,357,2,8,0,0,0,0
10,17,13,11,0,-10,21,2,9,10,19,718,6,1,1,0,0,0
14,17,15,17,2,1972,113,6,9,11,19,768,9,1,0,0,0,0
16,17,13,11,0,865,174,0,9,11,19,760,6,1,1,0,0,0
16,17,13,17,4,-2,98,2,2,11,19,1381,14,1,0,0,0,0
15,15,14,16,9,6,224,0,0,13,19,619,7,1,1,0,0,0
14,17,14,17,5,1,219,0,0,13,16,1083,5,7,0,0,0,0
11,17,13,17,5,2139,217,0,0,13,19,397,7,3,1,0,0,0
14,17,10,17,2,-2,97,0,6,10,11,542,6,1,1,0,0,0
14,17,13,17,2,2718,211,8,8,13,19,1372,14,1,0,0,0,0
16,17,14,17,3,-1,224,0,0,13,2,53,2,1,0,0,0,0
14,17,14,17,1,1041,226,0,6,13,19,1092,7,1,1,0,0,0
14,17,14,17,2,6,203,6,1,13,19,1106,14,1,0,0,0,0
15,12,14,13,0,-2,219,4,5,13,19,213,2,2,0,1,42,1
14,17,14,17,2,-2,225,0,2,13,11,1127,5,1,0,0,0,0
14,17,14,17,3,-3,227,6,6,13,19,1051,2,8,0,0,0,0
14,17,14,17,2,-3,153,0,0,13,19,482,0,8,0,0,0,0
14,12,10,17,7,1,169,0,0,10,11,823,6,1,1,0,0,0
14,17,15,11,0,-8,96,5,9,10,19,733,6,1,1,0,0,0
14,11,14,15,0,6,174,4,9,13,19,104,13,1,0,0,0,0
10,11,13,13,0,2307,196,2,9,11,19,742,15,1,0,0,0,0
14,17,10,17,6,3463,62,6,8,13,19,410,7,1,1,0,0,0
16,17,13,17,7,8,69,4,8,11,3,1043,1,2,0,1,73,0
14,17,10,17,9,2068,170,0,0,13,19,817,7,1,1,0,0,0
15,17,15,17,7,8,172,0,0,13,19,408,7,1,0,0,0,0
15,17,15,17,7,2,168,0,0,11,19,1117,6,1,1,0,0,0
14,17,14,17,6,1040,168,0,6,13,19,858,7,1,1,0,0,0
16,13,15,13,0,1,20,1,9,11,19,275,2,2,0,0,0,0
15,16,15,16,0,17,174,1,9,11,3,238,2,1,0,0,0,0
14,17,13,11,2,-4,110,6,9,14,19,609,6,1,0,0,0,0
11,11,13,15,0,3259,74,4,9,13,19,138,15,3,0,0,0,0
14,17,15,11,0,-2,10,8,9,10,19,617,6,1,1,0,0,0
11,17,15,17,5,891,220,0,0,11,11,629,10,7,0,0,0,0
14,17,13,11,2,-13,15,8,9,12,20,810,8,1,0,0,0,0
11,17,17,17,5,-2,53,0,0,13,19,791,1,16,0,0,0,0
15,15,14,16,0,-3,82,0,6,13,19,228,2,1,0,0,0,0
16,17,15,11,4,15,166,4,9,11,19,733,14,1,0,0,0,0
14,15,14,15,0,891,217,6,9,13,19,289,7,1,1,0,0,0
15,17,15,17,7,0,218,0,0,13,11,617,11,3,0,0,0,0
14,17,13,17,7,-3,52,0,0,12,16,6,2,2,0,0,0,0
16,11,14,15,0,-1,22,4,9,10,19,170,6,1,1,0,0,0
16,11,11,15,7,17,171,0,8,11,19,1214,7,2,0,1,101,0
16,17,13,17,3,3281,57,3,8,11,19,187,5,3,0,0,0,0
10,17,15,11,9,0,169,0,3,10,19,335,6,1,1,1,20,0
11,17,14,17,0,12,220,0,0,13,19,818,4,5,0,0,0,0
15,16,14,16,0,4,172,0,5,13,19,833,7,1,1,0,0,0
14,17,10,17,2,2,99,0,9,11,1,581,2,1,0,0,0,0
10,17,15,17,9,-6,49,0,0,11,19,853,2,9,0,0,0,0
10,17,14,17,7,2,201,9,6,13,19,1178,2,2,0,0,0,0
14,17,13,17,7,-2,46,0,2,12,16,1353,1,3,0,0,0,1
14,17,14,15,2,3333,116,6,7,13,19,1141,14,1,0,0,0,0
11,12,13,15,0,2910,61,5,6,13,19,879,7,3,1,0,0,0
14,17,14,17,2,1589,111,6,8,12,19,318,2,18,0,0,0,0
14,17,14,17,2,4,102,6,9,10,11,1107,6,1,0,1,21,0
16,17,14,17,7,-1,58,0,0,13,2,372,1,2,0,0,0,0
11,17,15,11,4,1244,173,4,9,11,19,1473,7,1,1,0,0,0
16,15,14,15,0,2860,65,6,9,13,19,1394,18,1,0,0,0,0
14,17,13,13,0,834,16,6,9,11,19,558,7,1,1,0,0,0
11,17,14,17,5,3098,82,6,1,13,19,1086,2,2,0,0,0,0
16,17,13,11,7,8,174,0,0,11,19,858,4,1,0,1,0,0
14,17,14,10,2,860,108,6,8,13,19,620,7,1,1,0,0,0
16,11,13,12,0,964,212,4,9,11,19,889,7,1,1,0,0,0
14,17,10,11,0,-2,10,0,9,10,19,766,6,1,1,0,0,0
15,16,15,16,0,-2,96,0,6,12,19,695,6,1,1,0,0,0
14,17,14,17,9,-3,19,0,0,12,11,836,6,1,0,0,0,0
10,17,16,17,4,11,168,0,2,11,19,1494,7,1,1,0,0,0
14,17,13,11,2,7,95,2,9,10,19,783,6,1,1,0,0,0
14,17,14,17,7,-5,222,0,0,13,19,820,2,16,0,0,0,0
14,17,10,17,2,-2,78,6,1,13,19,654,11,1,0,0,0,0
14,17,10,17,2,0,111,0,9,11,20,597,6,1,1,0,0,0
14,17,14,17,2,1006,226,6,1,13,19,1077,11,5,0,0,0,0
16,17,13,13,0,840,221,4,9,13,19,241,18,1,0,0,0,0
14,11,14,15,0,3,16,6,9,11,19,204,9,1,0,0,0,0
16,17,11,17,0,1638,169,0,0,13,20,829,13,1,0,0,0,0
14,17,14,17,3,-3,53,6,9,13,19,592,1,14,0,0,0,0
10,11,15,10,0,-3,113,8,9,11,19,700,6,1,1,0,0,0
16,17,14,17,5,2987,227,0,0,13,19,1014,11,6,0,0,0,0
13,10,13,17,0,2,169,0,3,13,19,259,6,1,1,1,0,0
10,11,15,15,0,846,60,8,8,11,19,942,7,1,1,0,0,0
10,17,13,11,7,0,99,8,9,11,19,822,6,1,1,0,0,0
14,11,13,17,3,-10,48,9,9,13,19,320,11,4,0,0,0,0
16,15,14,15,0,1024,174,0,9,13,19,1333,7,1,1,0,0,0
14,17,14,17,2,2608,215,2,8,11,19,1402,7,1,0,0,0,0
14,17,10,17,2,-4,46,0,0,13,11,601,2,1,0,0,0,0
10,17,13,11,5,1929,209,7,9,11,19,771,15,1,0,0,0,0
14,11,14,15,0,2376,225,6,9,13,19,1117,12,1,0,0,0,0
14,17,10,17,2,1,113,6,9,10,11,1265,6,1,1,0,0,0
14,17,15,11,2,-1,215,0,6,14,19,359,6,1,1,0,0,0
11,15,11,11,0,920,171,0,6,13,19,252,7,1,1,0,0,0
16,15,14,15,0,2,219,0,5,13,19,241,9,1,0,0,0,0
14,17,10,11,2,1,13,6,9,10,11,1230,6,1,1,0,0,0
11,17,13,17,2,2896,201,4,9,11,19,1353,9,2,0,0,0,0
16,11,16,15,7,1,176,4,8,11,19,295,2,2,0,1,101,0
14,17,14,17,2,-3,214,6,1,13,19,1247,2,5,0,0,0,0
11,17,13,17,5,3076,199,0,8,13,19,383,7,1,0,0,0,0
16,17,16,11,5,2873,213,4,9,11,19,345,2,2,0,1,73,0
15,17,14,17,5,-4,82,0,0,13,19,327,2,2,0,0,0,0
15,15,14,15,0,903,220,0,6,13,19,326,7,1,1,0,0,0
14,17,14,17,2,-3,218,0,0,13,19,1142,5,5,0,0,0,0
15,16,15,16,0,2,98,1,6,13,19,246,7,1,0,0,0,0
14,17,13,10,2,-2,10,2,9,12,19,1244,14,1,0,0,0,0
15,16,15,16,7,1,173,0,0,13,11,663,11,1,0,0,0,0
14,17,14,17,2,2,111,8,9,10,11,1213,6,1,1,0,0,0
10,17,13,11,2,5,104,4,9,10,19,995,4,1,0,1,74,0
14,17,10,17,4,2685,58,6,6,13,19,1265,7,1,1,0,0,0
15,16,15,16,0,0,14,5,9,10,19,297,6,1,1,0,0,0
16,11,13,11,0,1,18,4,9,10,19,-41,6,1,1,0,0,0
16,17,13,17,3,2375,143,4,4,11,19,420,3,2,0,0,0,0
15,16,15,15,0,0,76,9,8,13,19,203,2,2,0,0,0,0
10,11,13,15,0,2433,61,6,9,13,19,273,19,1,0,0,0,0
11,17,13,17,4,3126,200,3,2,11,19,1444,7,2,1,0,0,0
16,17,15,17,5,-6,78,0,0,13,19,418,5,6,0,0,0,0
11,17,10,17,8,1035,149,9,2,11,19,1448,7,3,1,0,0,0
14,17,15,12,0,857,167,0,3,13,19,863,7,1,1,0,0,0
14,17,10,11,2,0,95,0,9,10,19,1252,6,1,1,0,0,0
16,17,13,17,0,1140,172,0,8,11,19,1469,7,1,1,0,0,0
13,11,14,11,0,0,97,0,9,10,11,1178,6,1,1,0,0,0
14,17,15,11,0,2,43,8,9,11,2,550,0,1,0,0,0,0
11,17,11,17,2,909,199,0,9,11,19,1394,14,1,1,0,0,0
14,17,14,17,7,3,103,0,0,13,16,998,2,20,0,0,40,0
14,17,14,17,2,0,119,6,9,13,19,1204,9,1,0,0,0,0
10,17,16,11,0,-4,174,4,9,11,19,699,6,1,1,1,78,0
11,15,11,12,0,933,171,0,6,13,19,1468,7,1,1,0,0,0
14,11,14,15,2,3,52,0,1,13,19,1146,2,2,0,0,0,0
16,15,14,15,0,1098,175,4,5,13,19,145,7,1,1,0,0,0
14,17,10,11,2,-1,108,0,9,10,19,1262,6,1,1,0,0,0
11,17,10,17,2,2,110,0,9,11,19,1429,7,1,1,0,0,0
16,11,13,15,0,2609,227,4,9,13,19,889,3,3,0,0,0,0
14,17,14,11,0,1,110,6,9,12,19,1190,8,1,0,0,0,0
14,11,15,15,0,-1,217,9,9,13,19,199,2,2,0,1,40,0
10,17,15,17,4,1072,171,1,1,11,19,381,7,3,1,0,0,0
15,16,15,16,0,7,98,5,6,13,19,280,7,1,1,0,0,0
14,17,14,17,2,1,82,6,9,13,19,1130,18,1,0,0,0,0
16,11,15,17,7,-5,46,4,0,13,11,229,1,2,0,0,71,0
10,11,13,10,0,-3,12,4,9,11,19,265,2,2,0,0,0,0
15,15,15,16,0,4,98,9,0,12,3,187,1,1,0,0,0,0
14,17,14,17,2,-1,109,0,0,11,11,604,10,1,0,0,0,0
14,17,15,15,0,806,168,7,9,12,19,216,2,1,0,0,0,0
16,17,16,17,7,-1,86,0,0,13,16,238,2,2,0,1,41,0
11,17,13,17,2,914,144,1,6,13,19,771,11,1,0,0,0,0
11,11,13,17,5,1060,204,7,9,13,19,1350,18,2,0,0,0,0
16,17,16,17,7,-1,106,0,0,11,19,1000,1,2,0,1,105,1
16,17,13,11,3,873,63,4,9,11,19,1026,1,1,0,1,71,0
16,17,16,17,5,12,103,0,0,13,19,1071,4,2,0,1,101,0
14,17,10,11,2,-3,7,0,9,10,19,1266,6,1,1,0,0,0
11,17,11,17,1,930,172,0,0,13,19,714,7,1,1,1,100,0
16,17,14,15,3,1581,202,6,2,13,19,837,9,5,0,0,0,0
14,17,14,15,6,-1,222,6,0,13,11,1134,2,1,0,0,0,0
16,15,12,10,0,1,177,4,9,10,19,79,6,1,1,1,21,0
15,16,15,16,0,-2,169,0,0,13,11,318,18,1,0,0,0,0
16,13,15,10,3,-5,163,4,8,11,19,240,2,2,0,0,0,0
16,15,14,15,0,981,232,4,6,13,19,1263,7,1,1,1,41,0
14,17,14,11,0,5,113,0,6,13,19,1430,6,1,1,0,0,0
14,17,12,17,2,-4,215,0,5,13,19,610,14,1,0,0,0,0
10,13,15,11,0,3,14,0,9,11,19,731,6,1,1,0,0,0
10,11,13,15,0,2353,83,4,9,11,19,57,18,2,0,1,63,0
16,15,13,11,0,-1,170,8,9,10,19,172,6,1,1,0,0,0
14,11,14,11,3,-4,48,9,8,13,19,593,2,7,0,0,0,0
11,17,13,11,2,908,12,6,9,13,19,1214,7,1,1,0,0,0
14,17,10,17,9,9,171,0,0,13,11,827,6,1,1,0,0,0
16,17,15,17,3,-4,145,8,8,13,19,600,2,5,0,0,0,0
14,17,10,17,2,-1,207,0,2,10,19,577,2,1,0,0,0,0
14,17,15,17,5,1730,194,0,2,13,19,596,7,1,0,0,0,0
14,15,14,15,0,-1,114,0,6,14,19,1305,6,1,1,0,0,0
10,17,13,17,5,718,205,3,8,13,19,153,7,3,0,0,0,0
15,16,14,16,0,1,219,0,0,13,19,865,7,1,1,0,0,0
16,15,14,11,0,5,104,4,9,10,19,1002,1,2,0,1,80,1
11,17,16,17,5,1,105,0,0,13,19,932,1,2,0,1,102,1
14,17,14,11,2,-3,215,6,9,13,11,1270,10,1,0,0,0,0
14,17,14,11,2,2341,14,6,6,13,19,1231,5,1,0,0,0,0
16,15,14,15,0,3307,231,4,2,13,19,1032,7,1,1,0,0,0
11,15,17,15,0,1006,171,4,5,11,19,1412,7,1,1,0,0,0
15,16,14,16,7,-8,217,9,0,13,19,414,2,2,0,0,0,0
11,17,13,17,8,2024,170,6,3,13,19,849,7,1,0,0,0,0
16,11,17,11,0,1609,112,6,9,13,19,1228,14,1,0,0,0,0
11,17,10,11,2,7,168,5,9,11,19,1414,7,1,1,0,0,0
14,17,14,17,5,2,227,0,0,13,19,1052,2,13,0,0,0,0
15,16,14,16,0,866,167,0,6,13,19,1294,7,1,1,0,0,0
11,17,13,17,2,1,220,0,0,13,19,844,2,1,0,0,0,0
14,17,10,17,2,2403,193,0,5,13,19,636,7,1,1,0,0,0
14,17,15,11,0,-6,96,0,9,10,19,578,6,1,1,0,0,0
15,15,13,13,0,2,10,6,9,13,19,238,7,1,1,0,0,0
11,17,14,15,0,-1,103,4,9,13,11,1063,6,1,0,1,77,1
14,17,14,15,2,6,117,6,1,13,19,1192,7,1,0,0,0,0
14,17,10,17,1,2942,170,0,1,11,19,531,7,1,1,0,0,0
15,16,15,16,0,1,99,1,6,12,19,298,6,1,0,0,0,0
14,17,13,17,5,-1,197,0,0,11,2,297,2,1,0,0,0,0
11,17,10,11,3,23,170,0,1,11,19,1465,6,1,1,0,0,0
16,11,14,15,0,20,219,0,8,13,19,311,7,5,0,0,0,0
14,17,14,15,3,3,230,6,9,13,19,1168,2,1,0,0,0,0
10,11,13,13,0,1792,27,7,9,11,19,869,16,1,1,0,0,0
10,17,15,17,9,-4,171,0,0,11,11,1457,11,1,0,0,0,0
14,17,13,17,7,843,217,3,2,13,19,654,11,3,0,0,0,0
14,17,14,17,6,-3,218,0,0,13,2,850,11,1,0,0,0,0
14,11,14,15,7,14,46,6,9,10,19,1160,2,2,0,1,76,0
14,17,10,17,2,2149,222,6,9,13,19,1234,2,11,0,0,0,0
11,15,15,13,0,0,168,0,9,10,19,1443,6,1,1,0,0,0
14,17,15,17,5,0,171,1,3,11,19,803,10,5,0,0,0,0
16,17,13,17,3,2541,217,4,9,11,19,1383,2,2,0,0,0,0
14,17,15,11,5,-2,97,5,9,10,19,307,6,1,1,0,0,0
14,17,10,17,2,-2,114,2,9,11,19,588,6,1,1,0,0,0
14,11,14,17,2,-2,81,6,9,13,19,572,0,6,0,0,0,0
15,15,15,16,0,-1,4,5,9,10,19,291,6,1,1,0,0,0
14,17,14,17,9,-1,173,0,0,13,19,858,11,8,0,0,0,0
14,17,10,17,2,-1,109,0,3,10,11,1305,6,1,1,0,0,0
14,17,13,17,2,2864,160,9,9,13,19,1140,15,1,0,0,0,1
16,17,13,17,5,2690,202,3,8,11,19,151,3,2,0,0,0,0
14,17,14,17,2,-3,229,6,1,13,19,455,2,1,0,0,0,0
