age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle,label
3,2,41,420,5,31,3,29,274,2020,8,13,9,17,0
9,2,27,428,2,34,5,20,257,1601,8,40,0,16,0
7,3,41,345,2,31,6,29,273,1658,8,13,9,17,0
7,2,41,113,5,31,3,29,272,2030,8,22,9,17,0
4,2,31,117,5,30,5,13,280,2112,8,60,9,11,0
7,2,42,386,4,31,3,13,319,2116,8,22,9,17,0
3,2,42,321,5,16,5,19,343,2119,8,40,0,17,0
8,3,26,109,4,16,5,20,163,1586,8,37,0,16,0
6,4,33,313,3,31,2,23,286,2387,8,61,9,17,0
7,2,34,428,2,34,7,21,269,2111,8,12,9,17,0
7,3,40,173,5,30,3,29,277,2029,8,13,9,17,0
3,3,21,115,4,16,3,32,276,2111,8,13,9,17,0
3,2,39,417,3,21,4,31,283,1583,8,17,9,13,0
3,2,40,111,4,16,4,20,331,2382,8,54,9,17,0
3,2,38,326,2,22,4,20,347,1523,8,28,0,16,0
3,2,21,160,4,16,4,20,256,2121,8,36,9,17,0
7,2,33,120,4,16,5,20,228,1658,8,40,3,13,0
8,2,30,109,4,16,5,20,302,2119,8,33,3,11,0
7,2,41,300,4,23,6,29,243,1610,8,39,0,16,0
8,2,42,116,2,34,7,21,244,2404,5,12,9,17,0
5,2,42,411,2,34,7,21,255,2124,8,35,3,17,0
7,2,43,410,2,35,7,20,181,2120,8,38,3,17,0
7,2,40,107,2,16,4,21,322,2392,8,60,9,17,0
3,2,42,132,2,12,8,23,339,1417,8,27,9,17,0
8,2,28,365,4,16,5,21,299,2116,8,38,3,17,0
8,2,31,163,5,16,3,23,257,2126,8,36,9,11,0
2,3,21,355,4,35,7,13,260,2113,8,42,9,17,0
8,2,43,263,4,31,5,21,256,2119,8,60,3,17,0
7,3,43,168,5,31,3,13,269,2126,8,39,9,17,0
8,2,41,106,4,16,5,20,298,2415,8,37,3,11,0
6,4,33,320,3,27,2,11,159,1893,8,22,0,15,0
5,2,22,408,2,24,5,19,233,2116,8,34,0,16,0
3,2,39,323,2,22,4,20,251,1526,8,67,0,16,0
7,2,34,108,5,31,3,21,160,2110,8,12,9,17,0
3,3,28,118,4,16,5,16,310,2116,8,39,3,17,0
5,2,31,109,4,16,5,21,271,2365,8,54,3,17,0
8,2,18,395,4,17,5,13,199,2121,8,39,3,17,0
7,2,29,177,5,32,3,13,266,2122,8,42,9,17,0
8,2,30,108,5,31,3,13,312,2224,8,60,3,17,0
3,4,39,282,5,22,2,31,340,1510,8,43,0,16,0
3,2,41,176,5,30,3,29,276,2036,8,22,9,17,0
2,2,30,114,5,30,3,13,257,2410,8,21,9,17,0
3,4,34,318,3,31,2,31,268,2399,8,60,9,17,0
7,2,42,176,2,31,6,20,329,1205,8,59,9,17,0
3,2,39,408,4,21,4,20,218,1569,8,27,9,17,0
7,2,42,123,4,31,3,28,281,2114,8,60,9,17,0
3,2,43,287,5,24,6,19,238,1636,8,35,0,16,0
8,2,30,110,4,16,5,13,304,2397,8,17,9,17,0
3,4,41,447,2,21,8,23,277,1489,8,27,9,17,0
3,2,40,126,2,11,8,23,258,1543,8,26,9,17,0
3,2,42,222,5,32,6,29,287,2120,8,41,9,17,0
7,3,20,205,4,20,6,19,270,1646,8,35,0,16,0
3,2,29,185,4,17,6,13,263,2127,8,38,0,10,0
4,2,27,121,3,31,3,36,291,2031,8,61,9,17,0
8,2,13,385,2,16,5,20,224,1530,8,17,3,11,0
5,2,12,409,2,34,5,20,228,2414,8,52,3,17,0
8,2,31,114,4,16,5,13,285,2110,8,54,3,11,0
5,2,17,434,2,34,7,20,231,2123,8,28,0,16,0
3,2,33,117,4,17,5,20,336,2403,8,16,9,17,0
3,2,40,118,4,31,3,29,280,1173,8,17,9,17,0
6,2,33,318,5,27,2,30,262,2119,8,41,0,13,0
3,2,20,121,4,17,4,20,238,1596,8,38,0,11,0
7,3,45,205,5,32,3,30,256,2131,8,38,0,17,0
7,2,24,358,4,31,3,13,227,2034,8,60,9,17,0
9,2,40,436,2,34,5,20,248,1634,8,17,9,17,0
4,2,41,117,4,17,4,20,305,2205,8,40,9,12,0
4,2,21,130,4,31,3,13,286,2123,8,13,9,17,0
7,2,41,112,2,31,3,29,173,1626,8,12,9,17,0
7,2,30,210,5,31,3,29,275,2115,8,22,9,17,0
8,2,30,241,5,31,3,29,315,2400,8,18,3,17,0
7,2,41,110,4,16,3,21,276,2113,8,13,9,17,0
3,2,26,436,5,31,3,28,258,2031,8,22,9,17,0
7,2,28,267,4,16,5,19,168,2114,8,36,0,16,0
5,2,26,129,2,17,5,20,350,2404,8,37,0,11,0
5,2,40,173,4,16,4,20,255,1565,8,41,6,17,0
3,2,41,353,5,21,6,23,256,2393,8,28,9,17,0
2,2,19,108,4,17,5,20,338,1606,8,37,3,11,0
7,2,39,411,4,16,4,20,249,1526,8,54,0,16,0
7,2,22,111,2,16,5,20,310,2183,8,27,9,17,0
7,2,40,115,5,31,3,29,290,2111,8,60,9,17,0
3,2,43,339,2,24,6,20,264,2130,8,35,0,16,0
2,2,43,112,5,30,3,29,246,2035,8,61,9,17,0
3,2,40,207,2,16,5,28,218,1592,8,12,9,17,0
3,3,33,250,4,16,5,20,304,1626,8,38,3,11,0
7,2,40,117,2,11,3,29,306,2037,8,12,9,17,0
3,2,40,162,5,31,6,29,290,2023,8,17,9,17,0
3,2,41,170,5,31,3,29,251,2530,8,21,9,17,0
7,3,21,208,4,32,3,13,152,2113,8,22,9,17,0
8,2,42,109,2,34,7,21,286,2118,8,39,3,17,0
8,2,21,116,4,16,5,21,116,1555,8,37,1,17,0
6,4,33,319,3,27,2,11,299,2412,8,51,3,17,0
7,2,30,114,5,30,3,13,299,2394,8,60,9,17,0
3,4,41,113,3,21,2,31,235,2429,8,54,9,17,0
6,4,27,118,3,17,5,11,198,2423,5,53,3,11,0
3,2,41,102,5,21,2,31,226,2203,8,60,9,17,0
3,2,41,131,4,31,6,20,304,2043,8,12,9,17,0
5,2,27,370,4,16,5,21,322,2122,8,38,9,17,0
5,2,42,131,2,16,7,21,258,2120,8,12,3,17,0
7,2,42,127,2,31,3,21,271,2111,8,12,9,17,0
3,2,41,310,2,11,8,32,249,1572,8,28,9,17,0
8,2,30,103,4,31,3,17,166,2390,8,27,9,17,0
8,2,22,360,4,16,5,20,141,2125,8,30,3,16,0
5,2,20,351,2,23,6,19,274,2125,8,38,0,16,0
3,4,33,107,2,22,4,31,352,1818,8,27,9,17,0
2,2,30,241,5,30,3,13,262,2030,8,13,9,17,0
3,2,39,111,5,21,5,28,272,1177,8,38,9,17,0
6,4,20,115,3,21,2,31,273,2228,8,54,0,13,0
3,3,30,116,5,30,3,29,262,2517,8,60,9,17,0
5,2,40,336,2,19,8,19,255,1547,8,28,9,17,0
7,3,42,177,5,31,3,14,308,2042,8,13,9,17,0
5,2,39,451,2,34,7,21,266,1581,8,17,9,17,0
4,2,43,409,4,32,3,20,175,2117,8,13,9,17,0
3,2,42,438,5,21,6,29,311,1632,8,37,0,16,0
7,2,28,223,5,31,5,13,253,2124,8,40,9,17,0
3,4,33,151,3,21,2,30,309,1823,8,17,9,13,0
8,2,30,116,2,16,5,20,220,2118,8,37,0,16,0
3,2,30,113,5,30,3,13,266,2040,8,21,9,17,0
7,2,40,120,5,32,3,29,359,2030,8,18,9,17,0
3,2,30,110,5,31,3,11,293,2393,8,21,9,17,0
3,2,29,189,5,32,5,29,311,2124,8,40,9,10,0
3,3,40,117,4,30,3,17,299,2022,8,21,9,17,0
6,4,33,318,3,27,2,11,317,2251,8,51,0,14,0
7,2,43,113,4,19,5,13,239,2118,8,12,9,17,0
3,2,39,134,2,34,7,20,356,1592,8,27,9,17,0
3,2,27,361,2,16,5,20,339,1843,8,13,3,16,0
5,2,18,311,4,17,6,20,230,2119,8,37,0,16,0
8,3,18,316,4,21,2,20,314,1568,8,41,0,16,0
2,2,39,111,4,17,4,20,350,1842,8,61,5,17,0
7,2,41,127,2,31,3,21,164,2028,8,12,9,17,0
8,2,31,108,5,16,5,23,295,2423,8,60,9,17,0
7,2,40,115,2,21,4,20,353,2399,8,27,5,17,0
7,3,41,140,5,31,8,29,266,2024,8,12,9,17,0
3,2,40,193,5,31,3,28,327,1506,8,39,9,17,0
7,2,42,392,2,32,6,19,270,1280,8,37,9,16,0
8,2,30,109,5,30,3,13,274,2408,8,13,9,17,0
3,4,41,121,3,12,8,23,219,2020,8,28,9,17,0
7,2,26,386,4,32,3,32,262,2123,8,39,9,17,0
7,2,43,410,4,24,5,19,167,2131,8,40,0,16,0
7,2,41,290,5,31,3,29,282,2036,8,68,9,17,0
3,2,40,160,5,21,6,28,235,2022,8,36,0,16,0
3,4,33,162,3,21,2,31,243,2029,8,61,2,17,0
9,2,40,111,5,17,5,16,189,1575,8,40,9,11,0
7,2,40,192,2,11,4,20,292,2048,8,28,9,17,0
6,4,33,314,3,27,2,11,345,2393,8,63,9,17,0
3,2,30,107,5,30,3,21,302,2529,8,21,9,17,0
5,2,14,406,2,34,7,20,245,1524,8,39,3,17,0
7,2,42,352,4,34,7,21,161,2424,8,12,9,17,0
5,2,39,442,2,16,5,20,357,1594,8,54,0,12,0
7,2,42,127,4,34,7,21,166,2396,8,13,9,17,0
5,2,40,156,2,16,5,13,258,2116,8,13,9,17,0
3,2,39,115,2,21,4,23,342,2014,8,28,9,17,0
2,2,25,110,5,16,5,11,310,2402,8,39,9,10,0
8,2,38,108,4,16,5,16,235,2027,8,27,9,17,0
7,2,41,138,2,34,7,21,269,1623,8,13,9,17,0
8,2,34,112,4,16,5,17,299,1584,8,17,2,11,0
6,4,34,321,3,27,2,11,208,2226,8,62,0,15,0
4,2,26,121,4,31,3,29,291,2396,8,13,7,17,0
3,3,39,109,2,21,8,20,342,1848,8,69,9,17,0
9,2,27,427,2,34,7,21,210,2121,8,12,9,17,0
6,4,33,319,3,27,2,11,212,1887,8,40,0,15,0
6,4,34,320,3,21,2,31,329,2401,8,60,9,17,0
3,2,40,114,4,16,5,17,301,2405,8,38,9,17,0
7,3,22,242,4,33,6,19,259,2122,8,39,0,16,0
6,4,33,314,3,27,2,11,249,2401,8,18,3,14,0
8,2,39,110,2,17,4,31,301,2409,5,53,9,17,0
3,2,41,155,4,16,5,20,304,1536,8,40,9,11,0
5,4,41,370,2,34,7,21,314,2031,8,13,9,17,0
7,2,44,391,4,17,5,20,206,2123,8,36,2,17,0
7,2,42,442,2,34,7,21,258,2407,8,11,3,17,0
3,2,41,184,2,21,8,30,337,1476,8,28,9,10,0
7,2,16,393,4,34,7,21,263,1601,8,13,9,17,0
5,2,20,163,4,16,5,20,302,1888,8,39,3,11,0
8,3,43,393,4,32,6,19,164,2120,8,41,9,17,0
2,2,22,270,5,32,3,13,155,2118,8,60,3,17,0
4,4,33,111,3,16,5,20,323,2446,8,17,3,11,0
5,2,41,377,4,16,6,20,237,1585,8,12,9,16,0
3,2,42,154,5,16,3,23,268,2124,8,60,9,17,0
8,2,31,118,5,30,3,29,255,2036,8,60,9,17,0
7,2,40,142,2,34,7,21,268,2407,8,12,9,17,0
3,2,39,369,2,22,4,20,226,1559,8,28,0,11,0
3,3,21,111,5,16,4,31,279,2398,8,59,9,17,0
3,3,21,110,5,30,3,13,269,2036,8,22,9,17,0
6,4,30,103,5,21,2,28,263,2391,8,38,9,17,0
3,2,34,367,2,16,6,21,320,2121,8,40,0,17,0
8,2,26,112,2,16,5,20,212,1872,8,40,3,16,0
7,4,33,115,2,21,8,30,226,1440,8,28,9,17,0
7,2,40,438,2,21,6,20,255,1530,8,28,9,17,0
7,2,43,140,2,32,7,20,290,2118,8,60,3,17,0
3,4,33,114,2,21,2,31,229,1760,8,28,9,17,0
3,2,39,111,2,16,4,20,257,1500,8,60,9,17,0
5,2,41,230,2,16,5,19,115,2112,8,34,0,16,0
9,2,30,119,4,16,5,21,264,2409,8,12,9,17,0
7,2,40,118,5,30,3,13,286,2027,8,60,9,17,0
6,4,33,313,3,21,2,11,257,1169,8,18,9,17,0
3,2,40,173,5,30,3,30,304,2378,8,60,9,17,0
7,2,39,123,2,34,7,20,332,2391,8,12,9,17,0
6,4,33,106,3,28,2,20,340,1917,8,45,0,15,0
9,2,40,115,2,34,5,21,124,1508,8,54,9,17,0
7,2,21,118,4,30,3,29,255,2040,8,22,9,11,0
3,4,26,111,3,27,2,11,220,1830,8,18,0,15,0
7,2,40,112,2,31,6,21,298,2395,8,12,9,17,0
7,2,42,110,2,16,5,31,309,2125,8,39,9,17,0
3,2,33,108,5,31,3,31,298,2032,8,58,9,17,0
7,2,15,409,2,16,7,20,210,2121,8,36,3,16,0
7,2,40,111,4,16,5,29,265,1553,8,17,9,17,0
3,2,40,171,2,21,4,20,262,1473,8,28,9,17,0
3,2,20,436,5,20,4,20,220,2028,8,28,9,17,0
8,4,30,319,3,16,2,11,277,2425,8,62,0,16,0
6,4,32,414,4,17,4,30,340,2188,8,29,9,15,0
6,4,33,325,3,27,2,11,314,2295,8,44,0,15,0
7,2,18,114,4,34,5,21,311,2406,8,53,9,17,0
3,2,40,127,5,31,3,29,296,2030,8,13,9,17,0
3,2,42,407,4,16,5,20,226,2119,8,35,0,16,0
3,2,30,121,4,16,5,21,278,2116,8,42,3,17,0
3,2,39,314,2,17,4,20,346,1589,8,28,0,17,0
8,2,40,122,4,16,5,20,239,1876,8,38,0,11,0
8,2,28,113,4,16,5,21,318,2116,8,40,1,17,0
4,2,25,111,4,31,3,29,275,2399,8,60,9,17,0
8,2,27,110,5,16,6,11,271,2232,8,61,0,17,0
3,2,41,194,2,11,6,32,265,1569,8,12,9,17,0
7,2,39,438,2,21,8,24,137,2029,8,12,9,17,0
5,2,26,387,2,34,7,21,247,1598,8,12,6,17,0
3,2,40,127,2,22,6,20,260,1572,8,12,9,17,0
8,3,28,287,4,16,5,20,219,2115,8,40,9,17,0
7,2,21,373,4,16,5,19,223,2119,8,36,0,16,0
3,3,41,107,4,16,2,13,286,1555,8,60,9,17,0
7,2,42,388,2,34,6,21,286,2120,8,13,9,17,0
8,2,30,111,2,16,5,21,269,2411,8,53,3,17,0
3,2,39,213,5,21,4,31,282,2392,8,28,9,17,0
7,2,26,121,4,16,5,21,328,2116,8,54,3,17,0
6,4,33,320,3,27,2,11,351,1913,8,50,3,11,0
7,3,22,217,4,31,3,13,266,2119,8,22,9,17,0
4,2,41,113,4,16,5,13,313,2402,8,58,3,17,0
6,4,33,109,3,27,2,11,214,2425,8,41,3,13,0
7,2,22,398,2,32,3,13,167,2115,8,43,9,17,0
4,2,18,435,4,17,4,20,329,1626,8,40,0,16,0
3,2,30,107,4,16,5,21,332,2411,8,59,3,17,0
7,2,40,138,2,34,7,31,123,1508,5,26,9,17,0
3,2,40,169,5,21,6,28,309,1862,8,28,9,17,0
7,2,19,114,4,21,5,20,343,2424,8,53,9,17,0
2,2,30,111,5,31,3,13,261,2024,8,61,9,17,0
5,2,40,122,2,16,4,21,318,1604,5,39,9,17,0
6,4,30,111,3,21,2,13,269,1535,8,18,9,17,0
7,2,22,392,5,31,6,13,305,2123,8,38,3,17,0
2,2,28,119,5,30,3,35,268,2045,8,59,9,17,0
5,2,42,441,4,32,6,20,283,2122,8,13,9,17,0
8,2,40,294,4,17,4,20,320,2118,8,40,0,16,0
7,2,40,143,2,31,7,29,175,2015,8,13,9,17,0
8,2,40,115,2,16,3,29,264,1543,8,13,9,17,0
3,2,30,104,5,31,3,29,276,2033,8,61,9,17,0
8,2,22,379,4,16,5,19,230,2124,8,32,0,16,0
8,2,29,119,4,30,5,13,275,2124,8,39,9,17,0
3,4,33,318,3,21,2,22,335,1517,8,17,0,17,0
3,2,40,433,4,22,4,31,274,1554,8,27,9,17,0
5,3,42,434,2,34,7,20,238,2119,8,34,0,16,0
7,2,39,117,2,21,4,23,224,1547,8,12,9,17,0
5,2,41,290,4,23,6,20,238,1615,8,42,9,17,0
5,2,41,240,2,34,7,20,219,2128,8,36,3,10,0
3,4,22,321,2,21,4,17,223,1465,8,27,9,17,0
3,3,33,163,5,21,3,32,285,2024,8,60,9,17,0
7,4,33,109,5,31,3,13,286,2032,8,22,9,17,0
7,2,41,129,2,32,3,29,291,2034,8,12,9,17,0
8,2,13,116,2,16,5,21,210,2406,8,52,9,17,0
3,2,41,221,2,16,3,20,329,2393,8,59,9,17,0
2,4,41,124,5,31,6,32,311,2024,8,13,9,17,0
3,2,39,133,2,11,8,17,261,1507,8,27,9,17,0
8,2,26,423,4,16,5,20,261,2410,8,54,3,14,0
6,4,33,317,3,27,2,11,346,1890,8,61,2,17,0
5,2,45,438,2,34,7,20,257,1678,8,37,9,17,0
5,2,41,416,2,34,5,20,229,1577,8,39,4,16,0
8,2,28,350,4,16,5,20,188,2114,8,34,0,16,0
8,2,29,379,2,16,5,20,293,2112,8,27,0,16,0
8,2,41,107,5,16,5,23,312,2028,8,21,9,17,0
3,4,33,111,3,31,3,13,290,2180,8,60,9,17,0
6,4,33,315,3,27,2,11,317,1591,8,28,9,17,0
5,2,21,415,2,16,5,20,326,2118,8,11,3,17,0
8,2,19,422,2,34,7,20,219,1493,8,35,0,16,0
3,2,42,122,5,31,3,35,303,2409,8,39,9,17,0
7,2,29,112,5,31,3,21,288,2030,8,13,9,17,0
3,4,33,120,5,21,4,30,217,1597,8,39,9,17,0
8,2,31,109,5,31,3,13,272,2113,8,22,9,17,0
8,2,33,151,2,17,4,20,317,2406,8,12,9,14,0
4,2,25,111,4,16,5,13,308,2409,8,17,3,17,0
4,2,40,197,2,16,5,28,257,2383,8,59,9,17,0
3,2,41,286,2,21,6,20,284,1508,8,40,0,16,0
8,3,21,112,4,31,3,29,303,2040,8,54,9,17,0
7,2,40,376,4,16,5,13,264,1604,8,13,9,17,0
3,2,47,382,4,16,5,20,172,2119,8,36,0,16,0
3,3,40,126,5,31,3,13,279,2029,8,22,9,17,0
8,2,26,364,5,21,5,19,306,1562,8,41,0,13,0
8,4,33,117,4,17,5,20,314,2418,8,53,3,17,0
6,4,33,319,3,27,2,11,272,2232,8,17,3,14,0
3,2,21,263,4,32,3,19,234,2122,8,40,9,17,0
8,2,42,115,4,16,5,21,280,2119,8,38,3,17,0
7,2,30,116,5,30,3,29,247,2113,8,22,9,17,0
4,2,33,417,5,22,4,20,345,1154,8,28,0,11,0
8,2,42,383,4,17,6,21,279,2125,8,13,9,17,0
3,2,43,321,4,31,3,19,263,2116,8,40,9,17,0
2,2,26,155,5,31,5,29,327,2399,8,60,9,17,0
2,3,21,392,5,32,6,30,263,2128,8,42,0,16,0
7,2,27,371,4,16,5,20,236,1638,8,12,3,17,0
3,2,40,116,4,21,4,30,321,1517,8,28,9,12,1
2,3,22,392,4,32,5,19,264,2120,8,41,3,17,0
7,2,40,408,2,34,7,20,234,2412,5,58,6,17,0
6,2,41,178,5,17,6,30,216,2121,8,40,0,16,0
3,2,19,403,2,23,6,20,253,1622,8,42,0,16,0
8,2,41,165,4,16,5,31,296,2406,8,60,3,17,0
8,2,40,426,5,21,4,30,240,2030,8,28,9,17,0
8,2,31,358,4,16,5,21,170,2405,8,54,3,11,0
7,2,12,217,2,31,6,20,302,1593,8,13,6,17,0
3,3,42,179,4,31,3,33,291,2121,8,12,9,17,0
2,2,25,110,5,31,3,23,311,2033,8,12,9,17,0
3,2,41,429,5,21,2,16,284,1151,8,22,9,17,0
3,2,38,127,2,11,8,29,248,1503,8,61,9,17,0
9,2,30,416,2,16,7,20,220,2126,8,33,3,17,0
2,2,42,377,2,24,5,20,292,2124,8,39,9,17,0
7,3,27,382,4,16,5,20,304,2123,8,38,3,17,0
5,2,21,416,2,17,6,20,230,2120,8,34,0,16,0
3,2,30,122,4,16,5,21,221,2416,5,53,3,17,0
8,2,38,127,2,34,7,21,247,1580,8,13,9,17,0
2,3,42,401,2,16,5,20,222,1610,8,35,3,17,0
7,2,39,129,2,34,7,21,143,1525,8,12,9,17,0
5,2,39,138,2,16,4,20,229,1630,8,12,9,17,0
7,2,43,118,5,16,5,20,338,2119,8,39,3,16,0
3,2,29,363,4,16,5,13,306,2111,8,38,9,17,0
7,2,40,202,2,31,3,30,289,2035,8,13,9,17,0
7,2,39,120,2,34,7,21,290,2113,8,12,9,17,0
5,2,39,462,2,20,6,20,248,1724,8,36,0,16,0
7,2,30,106,5,31,3,35,274,2411,8,50,9,17,0
9,2,13,122,4,16,7,21,278,2434,5,52,3,17,0
5,2,15,397,2,16,5,21,287,2116,8,37,3,11,0
3,2,40,129,5,21,8,23,126,2019,8,27,9,17,0
3,2,43,309,4,16,5,19,299,2119,8,38,0,16,0
3,3,41,426,2,16,6,29,280,1625,8,12,9,17,0
3,2,27,119,5,21,5,15,286,1583,8,42,0,16,0
4,2,40,254,5,24,4,31,271,2029,8,38,0,13,0
6,4,33,314,3,27,2,11,317,2403,8,17,9,14,0
7,2,25,111,5,31,3,31,277,1539,8,12,9,17,0
7,2,22,176,5,30,3,29,248,2120,8,60,9,17,0
8,2,17,316,5,21,2,30,310,2251,8,17,0,17,0
4,2,20,117,5,21,6,30,343,1585,8,42,0,17,0
7,2,42,247,5,17,6,20,313,1663,8,35,0,16,0
8,4,34,427,3,21,4,31,292,2429,5,54,3,17,0
3,4,41,159,3,21,2,22,226,1797,8,28,9,14,0
9,2,12,416,2,34,7,20,252,1621,8,12,9,17,0
3,2,42,222,2,20,6,33,268,1722,8,36,9,16,0
2,2,21,120,4,16,5,21,201,2394,5,53,9,17,0
5,2,24,428,2,34,7,20,237,1673,8,29,3,16,0
6,4,27,113,3,27,2,11,187,2415,8,54,3,11,0
7,2,28,422,2,34,7,20,270,1656,8,12,9,17,0
2,3,29,401,4,31,5,19,171,2119,8,36,3,17,0
3,2,44,332,5,31,6,19,303,1724,8,40,9,17,0
4,2,43,126,5,32,6,19,245,1597,8,36,0,16,0
7,2,27,106,2,31,3,23,283,2036,8,22,9,17,0
3,2,39,121,2,21,8,23,129,1483,8,28,9,17,0
5,2,46,420,2,34,7,20,215,2118,8,36,3,17,0
5,2,44,398,2,34,4,20,236,1492,8,26,9,17,0
8,2,30,373,4,16,5,19,185,2117,8,38,0,16,0
7,2,40,138,2,20,8,24,354,2376,8,27,9,17,0
6,4,33,320,3,27,2,11,262,2239,8,68,9,14,0
6,4,33,314,3,27,2,11,305,1848,8,18,9,15,0
3,2,43,445,2,16,5,20,237,1530,8,36,0,16,0
6,4,33,317,3,27,2,11,231,1581,8,50,9,17,0
8,2,21,119,4,16,5,21,345,2387,8,38,9,17,0
3,2,17,362,5,17,4,20,233,2385,8,12,9,17,0
5,2,41,122,2,21,4,16,316,1533,8,17,9,17,0
3,2,42,227,4,17,6,19,301,2532,8,37,0,16,0
2,2,43,179,5,30,3,28,266,2114,8,39,9,17,0
4,2,22,217,5,31,3,13,255,2415,8,40,9,17,0
3,2,40,110,5,21,3,29,288,2029,8,21,9,17,0
8,2,42,115,4,16,5,17,320,2418,8,40,9,17,0
9,2,41,106,4,16,5,21,231,2400,8,12,3,17,0
4,2,42,371,2,32,6,16,337,2120,8,39,9,17,0
7,2,41,113,2,20,4,21,256,1593,8,17,9,17,0
8,2,41,113,5,21,3,31,120,2029,8,60,9,17,0
6,4,33,365,3,21,2,11,248,2429,8,60,3,16,0
2,2,23,118,4,16,5,20,312,2399,8,54,9,17,0
5,2,29,412,2,34,7,21,312,2116,8,36,3,17,0
8,2,13,127,2,34,7,21,213,1586,5,53,9,17,0
3,2,39,128,2,22,8,31,231,2017,8,28,9,17,0
3,2,44,126,5,30,6,30,330,2125,8,38,9,17,0
8,2,22,291,5,31,3,19,164,2121,8,38,0,16,0
6,4,33,319,3,21,2,30,257,1826,8,29,9,17,0
6,4,33,318,3,27,2,11,263,2422,8,62,3,11,0
3,2,41,388,2,20,6,20,258,1555,8,40,9,16,0
3,2,11,104,2,31,5,21,166,2392,8,17,6,17,0
3,4,33,161,5,19,3,29,271,2199,8,37,9,17,0
9,3,39,404,2,34,7,21,239,1568,8,38,9,17,0
5,4,33,156,3,31,3,11,281,2396,8,61,9,17,0
8,2,30,426,2,16,5,19,256,2117,8,40,0,16,0
3,4,33,104,3,27,2,11,232,2409,8,50,9,17,0
6,4,33,320,3,27,2,20,310,2423,8,17,0,15,0
4,3,44,334,2,16,5,19,337,1507,8,13,9,17,0
2,2,21,433,5,31,3,28,262,2116,8,42,9,17,0
5,2,15,440,2,35,7,20,234,2122,8,32,3,16,0
3,2,30,323,5,31,3,13,299,2117,8,60,9,17,0
4,3,30,108,5,16,5,11,330,2413,8,37,3,17,0
7,2,21,227,5,30,3,29,159,2119,8,68,9,17,0
7,2,22,425,2,33,3,13,133,2127,8,42,3,17,0
2,2,43,153,4,16,5,31,318,2117,8,36,3,17,0
8,2,30,109,4,16,5,21,211,2396,8,40,9,17,0
3,2,40,123,5,21,6,29,259,2025,8,40,9,17,0
7,2,43,189,2,21,6,29,334,1660,8,12,0,16,0
3,2,40,104,5,17,4,20,247,2405,8,40,0,16,0
7,2,41,120,4,21,6,13,260,1570,8,27,9,17,0
7,3,22,225,5,31,3,13,139,2125,8,40,9,17,0
4,3,34,151,5,16,5,31,297,2118,8,38,0,17,0
8,2,28,102,4,30,3,13,268,2408,8,13,9,17,0
2,2,42,373,4,16,5,21,206,2413,8,54,3,17,0
7,2,41,376,5,16,5,19,300,2123,8,36,0,16,0
2,2,21,376,4,16,5,19,188,2118,8,37,3,17,0
4,2,25,104,4,16,5,21,307,2405,8,54,3,17,0
8,2,31,117,4,16,5,21,306,2117,8,13,3,17,0
7,2,41,427,2,34,7,20,234,2123,8,12,1,17,0
7,2,22,210,2,16,5,19,313,2120,8,39,0,16,0
8,2,43,262,5,16,5,13,313,2125,8,38,3,17,0
9,2,18,405,2,16,7,20,243,1625,8,30,3,17,0
9,2,21,117,4,34,5,21,287,2118,8,17,3,17,0
6,4,33,104,2,21,2,31,257,1541,8,50,9,17,0
8,2,27,104,5,17,5,20,296,2428,8,53,3,11,0
3,2,39,125,2,21,7,17,253,1554,8,27,9,17,0
4,2,40,110,4,16,5,13,244,2401,8,13,9,17,0
2,4,30,110,3,31,3,29,287,2420,8,60,9,17,0
8,2,42,177,4,32,6,32,329,2123,8,38,9,16,0
6,4,33,108,3,27,2,11,315,2419,8,54,3,14,0
8,2,39,120,4,17,7,20,221,2395,8,27,9,17,0
2,2,21,116,4,31,3,13,275,2117,8,12,9,17,0
3,2,40,110,5,21,3,31,278,2197,8,38,3,17,0
7,3,40,111,2,31,3,29,293,2189,8,13,9,17,0
2,2,41,112,4,16,5,21,124,2387,8,11,9,17,0
9,2,26,139,2,34,7,21,315,2416,5,52,9,17,0
7,2,40,101,5,21,3,17,305,2387,8,60,9,17,0
7,2,41,135,2,31,6,20,259,1559,8,13,9,17,0
2,3,31,367,5,16,5,19,308,2116,8,39,9,17,0
6,4,33,319,3,27,2,11,350,2433,8,54,9,17,0
5,2,30,120,2,16,5,21,211,2405,5,53,3,17,0
8,2,41,124,5,21,6,31,320,2117,8,60,9,17,0
7,2,15,405,4,34,7,21,271,2125,8,34,3,17,0
7,2,18,103,4,17,5,20,313,2398,8,28,0,16,0
8,2,21,363,4,17,6,21,307,2120,8,38,1,17,0
7,2,30,119,4,31,3,21,268,2115,8,12,9,17,0
5,2,39,212,2,17,4,20,307,1549,8,39,9,15,0
5,2,43,403,4,16,6,20,260,2120,8,36,9,17,0
6,4,34,114,3,21,2,11,275,1898,8,40,9,17,0
8,3,21,244,4,23,5,21,307,2027,8,40,9,11,0
7,2,43,162,5,30,3,13,263,2119,8,40,9,17,0
3,2,39,402,2,11,8,24,136,1483,8,28,9,17,0
3,4,40,314,3,21,4,31,313,1535,8,39,0,13,0
7,2,21,108,2,21,7,21,318,1581,8,17,9,17,0
