u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,cillabel,pro,label
14,11,14,17,8,3156,218,0,0,13,19,302,10,3,0,0,0,0
13,17,13,17,7,0,111,7,9,11,3,597,18,1,0,0,0,0
10,17,13,11,3,4,111,7,2,11,19,1400,18,1,0,0,0,0
15,15,15,16,0,0,55,9,9,11,19,1372,6,1,1,0,0,0
16,11,13,10,9,163,166,0,2,11,19,968,7,1,1,0,0,0
16,17,13,17,2,3,216,0,0,11,2,1413,7,1,0,0,0,0
14,17,13,17,2,3,96,4,9,10,19,1204,6,1,1,0,0,0
14,17,14,17,7,2708,20,3,8,13,19,343,2,4,0,0,0,0
11,15,17,16,0,4,56,9,7,11,19,280,6,1,0,0,0,0
16,15,15,17,4,2304,58,0,1,11,19,1326,2,4,0,0,0,0
14,17,14,17,7,0,67,0,0,13,2,566,13,1,0,0,0,0
16,17,13,17,9,843,167,0,4,11,19,974,7,4,0,0,0,0
14,11,13,17,0,2,95,9,2,12,19,169,7,2,0,0,19,1
16,17,13,17,3,5,108,0,0,10,3,864,11,1,0,0,0,0
16,17,13,17,6,5,79,7,0,11,16,856,2,1,0,0,0,0
10,17,16,11,7,7,56,0,6,11,19,1416,2,1,0,0,0,0
14,17,14,17,3,2356,218,0,3,13,19,535,7,1,1,0,0,0
14,17,14,17,2,2,21,7,2,13,19,605,9,6,0,0,0,0
15,15,13,16,0,1692,56,9,1,11,19,272,10,1,0,0,0,0
16,17,15,10,4,2388,168,0,1,11,19,1350,7,1,1,0,0,0
14,11,14,10,0,2020,39,6,9,13,19,587,7,1,1,0,0,0
14,11,14,10,0,1651,24,0,9,13,19,618,7,1,1,0,0,0
16,17,13,10,3,281,168,0,9,11,19,592,7,1,1,0,0,0
14,17,13,11,7,2256,217,0,6,11,19,592,7,1,1,0,0,0
14,17,14,17,2,2264,217,0,9,13,19,642,17,1,0,0,0,0
16,11,13,15,2,0,19,9,9,13,19,900,2,1,0,0,0,0
14,17,14,17,0,2,113,7,9,10,19,781,6,1,0,0,0,0
14,17,14,17,2,1,98,0,9,10,19,1202,6,1,1,0,0,0
14,11,14,17,7,16,218,0,0,13,19,530,14,3,0,0,0,0
14,10,14,10,0,0,45,6,9,13,19,650,17,1,0,0,0,0
14,11,13,17,7,-1,125,3,1,13,19,606,10,8,0,0,0,0
15,16,15,16,0,1649,170,9,1,11,19,1448,7,1,1,0,0,0
16,11,13,17,0,-3,98,9,3,11,19,231,6,2,1,0,0,0
16,17,17,17,2,1211,170,0,1,11,19,201,6,1,1,0,0,0
15,16,11,16,0,3,49,9,9,11,19,114,6,1,1,0,0,0
16,17,15,17,4,528,168,0,0,11,19,1353,2,9,0,0,0,0
16,15,15,16,4,2292,171,9,1,11,19,287,6,1,1,0,0,0
10,11,15,17,4,16,145,9,1,11,19,1382,13,4,0,0,0,0
14,17,14,17,3,1229,111,7,3,13,19,519,16,1,0,0,0,0
14,17,14,17,3,1,195,0,2,11,19,478,6,1,1,0,77,1
14,17,13,17,3,-1,98,0,9,10,19,611,6,1,1,0,0,0
15,16,13,16,0,3,57,9,6,12,19,357,2,3,0,0,0,0
16,17,17,13,0,805,193,0,0,13,19,920,19,1,0,0,0,0
14,17,14,17,7,2930,217,0,0,13,19,628,8,3,0,0,0,0
14,11,14,17,2,-1,12,6,1,13,19,1165,9,2,0,0,0,0
14,11,14,10,0,-5,167,1,9,13,19,62,11,1,1,0,0,0
14,17,14,11,0,2,225,0,9,13,3,602,19,1,0,0,0,0
16,17,13,11,2,-2,168,0,1,11,19,1370,6,1,1,0,0,1
14,11,14,12,0,-1,143,0,9,11,19,489,6,1,1,0,0,0
16,17,13,17,3,290,169,0,9,11,19,1429,6,1,1,0,0,0
14,11,14,10,0,2715,62,6,9,13,19,561,9,5,0,0,0,0
14,17,14,17,0,-1,111,0,9,10,19,651,6,1,1,0,0,0
10,17,13,17,3,0,98,4,9,13,19,252,6,1,1,0,0,0
10,17,13,17,7,4,60,0,6,11,19,1436,13,3,0,0,0,0
14,11,14,13,1,1250,34,0,0,13,19,675,10,4,0,0,0,0
14,11,13,10,0,7,55,9,6,11,19,266,13,2,0,0,0,0
16,11,15,17,4,832,166,0,3,11,19,1457,7,1,1,0,0,0
10,15,15,11,0,10,51,9,9,11,19,1374,19,1,0,0,0,0
15,15,15,10,0,1509,166,9,1,11,19,1419,7,1,1,0,0,0
14,17,14,17,0,2,43,6,9,13,19,588,19,1,0,0,0,0
14,17,13,17,2,-1,152,7,9,11,19,621,15,1,0,0,0,0
11,11,15,17,4,827,171,0,1,11,19,1347,7,1,1,0,0,0
10,11,13,10,0,1,38,1,9,11,19,883,6,1,1,0,0,0
14,11,14,11,0,2121,60,3,9,13,19,599,7,1,1,0,0,0
14,11,14,15,0,2719,20,3,9,13,19,101,14,4,0,0,0,0
14,17,13,11,7,1217,152,3,3,13,19,101,11,1,0,0,0,0
10,17,13,17,7,2,3,0,5,10,20,890,4,1,0,0,0,0
10,17,13,17,7,3,78,0,0,11,2,1446,3,5,0,0,0,0
16,13,15,16,3,1630,169,9,1,11,19,1349,2,2,0,0,0,0
16,11,13,15,9,2553,166,0,0,13,19,985,11,1,0,0,0,0
14,15,14,10,0,-1,43,6,9,13,19,617,6,1,1,0,0,0
14,11,14,17,7,4,26,8,8,13,19,552,10,6,0,0,0,0
14,17,13,17,2,0,113,7,9,11,19,585,6,1,1,0,0,0
10,17,15,17,4,8,83,0,1,11,19,993,3,8,0,0,0,0
14,17,13,17,7,-1,217,0,6,13,2,562,14,1,0,0,0,0
13,17,13,17,7,1312,169,0,0,13,19,936,7,1,1,0,0,0
16,17,13,17,7,7,65,0,0,10,16,103,3,5,0,0,0,0
10,11,13,15,0,4,17,9,8,13,19,331,9,2,0,0,0,0
14,11,13,10,0,1611,56,0,7,13,19,502,7,1,1,0,0,0
14,17,14,17,7,876,133,0,4,13,19,491,7,3,0,0,0,0
14,17,14,17,0,12,98,0,9,10,19,1067,6,1,1,0,0,0
14,17,13,17,2,2,145,7,9,13,19,654,11,1,0,0,0,0
10,17,15,17,4,3,167,0,1,11,11,959,19,1,0,0,0,0
10,17,13,17,2,1,76,0,5,12,11,1025,18,1,0,0,0,0
16,17,13,17,0,3,53,0,6,10,19,280,6,1,1,0,0,0
16,11,13,17,7,860,77,9,1,11,19,968,2,5,0,0,0,0
10,17,13,11,3,880,170,3,2,11,19,1404,10,1,0,0,0,0
15,16,11,16,0,2388,41,9,1,11,19,1405,6,1,1,0,0,0
14,17,13,17,3,0,98,7,9,10,19,229,6,1,0,0,0,0
14,11,13,17,2,6,96,0,5,14,19,1237,6,2,1,0,0,0
14,17,13,17,7,4,-3,7,9,13,11,839,2,3,0,0,0,0
14,17,14,11,7,1702,63,7,2,13,19,504,13,1,0,0,0,0
11,17,13,11,5,3,58,7,1,11,19,1373,10,1,0,0,0,0
16,11,15,10,4,863,167,0,0,11,19,1347,10,2,0,0,0,0
14,17,13,11,0,5,170,1,9,11,19,912,11,1,1,0,0,0
14,11,14,10,0,2904,214,0,9,13,19,1193,7,1,1,0,0,0
14,17,14,17,7,2,22,0,0,13,16,852,3,4,0,0,0,0
10,17,13,17,7,408,44,2,1,11,19,66,13,3,0,0,0,0
14,11,14,17,0,1,14,9,9,13,19,1187,14,1,0,0,20,1
14,15,14,10,0,7,98,0,9,14,19,1340,6,1,1,0,0,0
10,11,13,11,0,2044,54,3,1,13,19,884,10,5,0,0,0,0
11,17,15,11,0,4,169,0,9,11,19,1399,6,1,1,0,0,0
14,17,14,17,2,1980,19,3,6,13,19,568,10,1,0,0,0,0
14,17,14,17,0,2,114,6,2,13,19,546,11,1,0,0,0,0
10,17,17,17,7,4,50,0,1,11,19,825,10,7,0,0,0,0
14,15,14,11,0,2515,57,9,2,13,19,790,11,1,0,0,0,0
14,11,14,11,0,2,55,6,9,13,19,581,9,1,0,0,0,0
14,17,14,17,2,3,79,0,2,12,2,1243,15,6,0,0,0,0
16,17,12,17,7,8,79,0,0,13,19,904,2,10,0,0,0,0
15,16,11,16,0,1875,49,9,8,11,19,389,7,1,1,0,0,0
10,17,16,17,7,-210,209,0,0,13,19,1036,11,2,0,0,0,0
14,11,14,15,0,2142,16,3,1,13,19,1303,7,1,0,0,0,0
16,17,15,17,4,10,170,0,1,12,19,1374,3,4,0,0,0,0
14,17,14,17,7,1,11,0,6,13,19,562,3,7,0,0,0,0
15,16,10,16,0,2,4,9,6,13,19,922,19,1,0,0,0,0
14,15,14,16,0,7,17,0,0,13,2,576,14,1,0,0,0,0
16,11,13,10,0,838,168,3,2,11,19,238,7,1,1,0,39,1
16,11,15,15,7,1198,36,9,1,13,19,759,11,7,0,0,0,0
16,17,13,17,2,6,-6,7,8,13,19,53,10,3,0,0,0,0
10,17,13,17,4,2500,44,9,9,11,19,832,14,1,0,0,0,0
14,17,14,17,2,2,25,4,6,13,19,530,5,7,0,0,0,0
16,17,13,17,7,2241,168,3,9,13,19,82,19,1,0,0,0,0
15,11,13,16,0,2663,126,9,3,13,19,385,7,1,0,0,0,0
14,11,14,17,0,5,17,0,6,13,19,835,18,4,0,0,0,0
11,17,13,17,4,404,78,9,6,11,19,1388,18,7,0,0,0,0
14,17,13,17,3,2,99,0,9,10,19,590,6,1,1,0,0,0
15,16,11,16,0,2646,169,3,6,11,19,356,7,1,0,0,0,0
14,17,13,17,0,4,99,4,9,10,19,1170,6,1,1,0,0,0
14,11,13,17,0,1163,217,0,4,11,19,922,7,1,1,0,102,1
11,17,13,11,0,0,170,2,9,11,19,1392,6,1,1,0,0,0
14,17,14,17,7,1617,16,7,7,13,19,553,13,1,0,0,0,0
14,17,16,17,7,847,219,0,0,13,19,924,5,4,0,0,0,0
16,17,15,17,4,1228,166,0,1,11,11,938,16,1,0,0,0,0
14,11,14,17,0,0,102,6,9,14,19,575,11,1,1,0,0,0
10,17,13,17,7,2812,147,3,9,13,19,1013,19,4,0,0,0,0
10,17,14,15,7,206,167,0,0,13,19,967,7,1,1,0,0,0
14,17,14,17,2,2,38,7,9,13,19,600,10,1,0,0,0,0
14,17,14,17,7,2,21,3,0,13,19,113,2,3,0,0,0,0
16,13,15,16,0,1237,167,9,3,11,19,1344,6,1,1,0,0,0
16,17,13,17,9,886,97,0,7,11,19,939,7,1,1,0,102,1
16,17,13,17,3,1220,169,0,9,11,19,581,7,1,0,0,0,0
14,17,13,17,2,3,55,3,9,13,19,37,11,1,0,0,0,0
14,11,14,15,0,2729,15,3,7,13,19,418,11,2,0,0,0,0
10,17,13,17,4,1680,134,0,0,11,20,930,3,4,0,0,0,0
15,16,14,16,0,6,15,9,6,13,19,951,2,4,0,0,0,0
14,16,14,16,0,-1,98,3,9,13,19,1463,6,1,1,0,0,0
10,17,10,17,6,0,111,0,9,11,3,866,6,1,1,0,0,0
14,11,14,15,0,847,16,3,9,13,19,861,19,1,0,0,0,0
14,11,14,11,0,-1,57,3,9,13,19,566,11,1,1,0,0,0
14,17,14,17,5,2,114,7,9,13,19,545,10,1,0,0,0,0
14,17,13,17,7,241,218,0,1,13,19,619,14,1,0,0,0,0
14,11,13,10,0,2,97,5,9,11,19,333,6,1,1,0,0,0
10,11,17,15,0,6,52,3,9,13,19,55,18,1,0,0,0,0
10,17,13,17,1,4,145,0,1,11,19,997,1,7,0,0,0,0
14,17,13,17,2,1,152,3,9,11,2,599,13,1,0,0,0,0
14,17,14,17,7,2,34,0,6,13,19,576,5,5,0,0,0,0
11,17,13,17,2,1,133,9,6,11,19,1407,13,1,0,0,0,0
10,17,13,17,7,4,76,0,1,11,19,947,2,6,0,0,0,0
14,17,13,17,5,2,150,0,3,11,11,204,10,3,0,0,0,0
14,17,14,11,0,2577,229,6,6,13,19,607,14,3,0,0,0,0
10,11,13,17,4,291,169,3,1,12,19,1422,10,8,0,0,0,0
15,16,13,16,0,-1,168,9,9,11,19,1348,6,1,1,0,0,0
10,17,13,17,7,3,76,0,1,11,11,1483,19,1,0,0,0,0
14,15,13,13,0,0,216,5,9,11,19,357,6,1,1,0,0,0
15,11,15,11,0,-1,167,0,9,11,19,1163,6,1,1,0,0,0
15,16,11,16,0,5,168,9,1,11,19,1369,6,1,1,0,0,0
16,11,14,15,0,1713,215,0,0,13,19,1233,7,1,1,0,0,0
14,17,13,13,3,-1,56,2,9,11,19,562,6,1,1,0,0,0
14,17,13,15,0,1,53,0,9,11,19,1357,6,1,1,0,102,1
13,17,13,15,0,2286,169,3,9,11,19,1360,7,1,1,0,0,0
16,17,13,17,7,405,169,2,9,11,16,66,7,1,1,0,0,0
14,17,14,17,2,0,98,0,6,11,19,522,6,1,1,0,72,1
11,17,13,17,3,2,60,1,2,11,19,1370,15,1,1,0,0,0
14,17,13,17,3,-1,151,0,6,11,19,538,7,1,0,0,0,0
10,17,13,17,7,4,80,0,0,11,19,922,3,1,0,0,0,0
14,16,14,10,0,1480,98,0,9,13,19,1299,6,1,1,0,0,0
14,17,17,11,0,1654,75,0,2,11,19,919,7,1,0,0,102,1
10,17,13,17,5,2,111,0,9,11,19,1429,6,1,0,0,0,0
10,17,13,17,2,1,56,0,1,11,2,1440,1,1,0,0,0,0
16,17,13,17,7,441,211,0,0,13,19,996,8,1,1,0,0,0
14,17,13,17,7,5,74,0,6,11,2,66,3,9,0,0,0,0
14,11,14,11,5,408,53,3,8,13,19,537,5,1,0,0,0,0
14,15,13,11,0,2,146,6,9,13,19,523,19,1,0,0,0,0
15,16,11,16,0,-1,97,9,6,14,19,390,6,1,1,0,0,0
14,17,13,11,7,6,62,3,8,11,19,537,10,1,0,0,0,0
16,17,13,17,3,-2,170,0,9,11,19,1267,6,1,1,0,0,0
16,17,13,17,2,1,52,7,9,11,19,96,10,1,0,0,0,0
14,17,10,17,5,5,111,7,9,10,3,820,14,1,0,0,0,0
14,11,13,17,7,5,15,0,1,13,19,299,5,2,0,0,0,0
16,17,13,17,9,934,169,0,0,11,19,988,7,1,1,0,0,0
14,17,14,11,0,6,147,7,2,13,19,521,11,1,0,0,76,1
14,17,13,17,2,6,97,0,2,11,19,492,10,7,0,0,20,1
14,17,13,17,2,521,218,0,0,13,19,560,7,5,0,0,0,0
10,17,13,17,7,8,36,2,1,11,19,1357,13,5,0,0,0,0
14,17,14,17,2,0,69,7,6,13,16,587,10,6,0,0,0,0
16,15,13,15,0,2,96,9,6,14,19,294,10,2,0,0,0,0
16,17,13,17,7,16,162,0,1,11,19,951,2,3,0,0,0,0
15,16,11,16,0,0,96,9,3,13,19,1443,6,2,1,0,0,0
15,16,14,16,0,2337,17,0,1,13,19,1300,7,1,1,0,0,0
14,11,14,16,0,-1,219,0,5,13,19,614,7,1,1,0,0,0
10,17,13,17,7,1691,169,0,0,11,19,1370,7,5,0,0,0,0
14,11,13,15,0,-1,98,0,6,11,19,169,6,1,1,0,0,0
10,11,13,11,0,7,61,9,1,11,19,1362,10,3,0,0,0,0
15,15,14,17,0,9,39,0,0,13,19,896,2,6,0,0,0,0
16,17,17,11,0,2904,168,3,1,11,19,1340,7,1,1,0,0,0
14,17,13,17,2,1,94,5,9,10,3,829,6,1,0,0,0,0
14,11,14,15,0,4,15,9,3,13,19,893,9,3,0,0,0,0
16,17,15,17,3,4,170,7,9,11,19,187,6,1,1,0,0,0
14,17,14,17,2,1,223,0,0,13,19,561,20,1,0,0,0,0
15,16,15,16,0,2,48,9,1,11,19,176,6,1,1,0,0,0
14,17,13,17,7,7,22,7,8,13,19,839,1,5,0,0,0,0
14,17,14,17,0,1,98,6,9,14,19,518,6,1,0,0,0,0
13,17,13,17,7,396,134,0,0,13,3,550,11,3,0,0,0,0
16,15,13,10,0,6,45,7,9,11,19,1474,6,1,1,0,0,0
14,17,14,17,2,-1,97,4,9,12,19,1104,6,1,1,0,0,0
16,11,17,10,0,8,144,0,1,11,19,1351,18,1,0,0,0,0
15,16,14,16,0,1,32,6,9,13,19,1474,6,1,1,0,0,0
14,17,14,17,2,3,106,6,9,13,19,538,10,1,0,0,0,0
14,11,14,10,0,5,102,4,9,14,19,1164,6,1,1,0,0,0
10,15,13,15,0,2949,49,9,0,13,19,873,19,1,0,0,0,0
16,17,13,17,2,-1,97,4,9,14,19,1087,6,1,1,0,0,0
16,17,13,17,7,-2,90,0,2,11,19,589,18,15,0,0,102,1
11,17,13,17,3,3,111,9,9,11,19,189,6,1,1,0,0,0
14,17,13,17,6,1241,170,0,3,11,11,926,10,1,0,0,0,0
14,11,14,15,0,2940,18,3,9,13,19,343,9,2,0,0,0,0
14,17,13,17,7,2,117,7,9,13,19,565,10,3,0,0,0,0
14,17,13,17,2,1,110,7,9,10,19,629,10,1,0,0,0,0
16,17,15,17,2,0,98,0,9,14,19,250,6,1,1,0,0,0
16,17,13,17,5,-1,98,9,1,11,19,222,11,1,0,0,0,0
16,17,15,17,7,1,77,0,4,11,16,1458,2,3,0,0,0,0
14,17,13,17,2,3,83,7,9,12,19,845,2,7,0,0,0,0
14,17,14,17,7,3,46,6,8,13,19,597,10,1,0,0,0,0
14,11,14,10,0,0,52,6,9,11,19,1270,6,1,1,0,0,0
16,17,15,17,2,0,171,0,1,11,19,1378,6,1,1,0,0,0
16,17,13,17,3,-1,110,0,9,11,19,84,7,1,1,0,0,0
16,17,13,17,2,0,92,7,9,11,19,1190,13,2,0,0,0,0
14,17,14,17,2,3,98,3,5,13,19,184,14,2,0,0,0,0
14,11,14,10,0,1,102,4,9,14,19,1275,6,1,1,0,0,0
14,17,13,10,0,0,110,0,9,14,19,1220,6,1,1,0,0,0
16,17,13,17,2,2,97,0,6,12,19,282,10,3,0,0,0,0
11,17,13,17,4,0,99,0,1,11,19,1398,6,1,0,0,0,0
14,17,14,17,7,11,86,0,0,13,19,840,1,4,0,0,0,0
16,15,14,15,0,2923,217,0,0,13,19,1134,11,7,0,0,0,0
16,17,15,13,0,1504,168,9,6,11,19,1333,7,1,1,0,0,0
16,11,13,17,9,1273,170,7,4,11,19,211,13,4,0,0,0,0
10,11,13,10,0,2,53,3,9,11,19,1343,6,1,1,0,0,0
14,17,13,17,1,6,16,3,9,13,19,832,1,16,0,0,0,0
16,17,17,17,4,0,78,0,1,11,19,978,14,6,0,0,0,0
14,11,14,17,7,1609,37,6,9,13,19,79,20,1,0,0,0,0
14,17,14,17,7,5,161,7,9,13,19,585,1,1,0,0,0,0
14,17,13,11,0,2345,170,0,2,11,19,140,7,1,1,0,0,0
16,17,15,17,4,12,169,0,0,11,19,1340,7,1,1,0,0,0
16,11,13,17,2,3,147,7,9,13,19,341,7,1,0,0,0,0
10,17,13,11,3,1241,53,2,2,11,19,30,10,1,0,0,0,0
16,17,13,17,0,2352,170,9,9,11,19,1345,6,1,1,0,0,0
16,17,14,17,2,907,169,0,0,13,19,282,11,3,0,0,0,0
16,17,13,17,2,1,72,0,0,11,19,77,2,14,0,0,0,0
10,17,13,17,2,-1,73,0,2,10,20,880,16,3,0,0,0,0
14,17,14,17,5,0,111,7,9,13,19,28,9,1,0,0,0,0
14,17,13,10,1,-2,98,5,9,11,19,1165,6,1,1,0,0,0
15,15,14,10,0,-2,44,0,9,11,19,634,6,1,1,0,0,0
10,17,13,11,9,11,103,2,1,11,19,996,10,1,0,0,102,1
15,16,10,16,0,6,48,9,1,12,19,344,6,1,0,0,0,0
16,11,15,17,4,-1,166,8,1,11,16,1334,18,1,0,0,0,0
14,17,13,17,2,3,78,0,0,10,3,607,10,1,0,0,0,0
14,11,14,17,0,1,104,6,5,13,19,1082,13,3,0,0,0,0
14,17,14,17,2,0,96,4,9,14,19,1174,6,1,1,0,0,0
14,17,13,11,3,2,103,4,9,14,19,242,9,1,0,0,0,0
16,11,13,10,0,1634,170,9,1,12,19,357,13,2,0,0,0,0
14,17,13,12,3,0,98,7,9,11,19,551,6,1,1,0,0,0
15,16,15,16,0,4,46,9,9,11,19,1331,6,1,1,0,0,0
14,17,14,17,0,6,197,0,9,13,19,801,19,1,0,0,0,0
11,17,13,17,4,1,80,0,1,11,11,1466,6,1,1,0,0,0
10,15,14,15,0,2530,135,3,6,13,19,64,19,5,0,0,0,0
15,16,15,16,0,-4,99,5,9,14,19,258,6,1,1,0,0,0
14,17,14,12,0,1671,168,0,7,13,19,596,7,1,1,0,0,0
10,17,13,17,9,2382,48,0,9,11,19,980,7,1,1,0,0,0
14,17,14,17,7,9,33,3,0,13,19,566,20,3,0,0,0,0
10,17,13,11,7,442,141,2,7,11,19,972,10,1,0,0,0,0
11,17,13,17,2,1,97,4,9,14,19,332,6,1,0,0,0,0
16,17,13,17,9,6,76,0,0,10,19,938,2,15,0,0,0,0
14,17,14,17,0,826,200,0,9,13,19,1235,7,1,1,0,0,0
10,17,13,11,5,3,64,7,2,11,19,222,6,1,0,0,0,0
14,17,13,17,6,2957,217,0,0,13,19,1206,7,1,0,0,0,0
15,16,10,16,0,-3,96,9,9,14,19,1214,9,2,0,0,0,0
14,11,14,15,0,2576,219,6,7,13,19,543,13,1,0,0,0,0
16,17,13,15,0,1,96,1,1,11,19,218,10,2,0,0,0,0
10,17,15,17,7,976,166,0,6,11,19,931,10,6,0,0,0,0
14,17,13,17,7,2856,201,2,9,13,19,58,13,6,0,0,0,0
15,11,14,10,0,1339,214,0,0,13,19,1352,7,1,0,0,0,0
15,16,11,16,0,2452,44,9,6,13,19,1431,7,1,1,0,0,0
15,16,15,13,0,-1,98,0,1,11,19,169,6,1,1,0,0,0
14,17,13,15,2,2,98,9,9,14,19,1232,6,1,0,0,0,0
14,11,14,11,0,2168,41,6,9,13,19,591,7,1,1,0,0,0
10,15,14,15,0,2504,40,3,9,13,19,983,7,1,1,0,0,0
14,17,13,11,0,-1,111,3,9,10,19,555,6,1,0,0,0,0
14,17,14,17,7,1,-6,0,0,13,19,855,2,5,0,0,0,0
16,17,13,17,2,1640,143,3,1,11,2,147,13,1,0,0,0,0
14,17,14,17,3,1,142,0,0,11,3,625,6,1,1,0,0,0
16,17,16,17,2,2,-6,0,0,13,19,1142,10,5,0,0,0,0
15,11,12,12,0,2295,169,9,7,11,19,82,7,1,1,0,0,0
16,17,15,17,4,4,168,6,9,11,19,104,4,1,0,0,0,0
14,17,14,17,2,-2,149,7,6,13,19,562,13,1,0,0,0,0
16,17,13,17,4,2337,167,0,7,11,19,124,7,1,1,0,0,0
16,17,15,17,4,808,162,0,0,11,19,938,8,1,1,0,0,0
14,11,13,12,0,2384,46,3,9,13,19,322,7,1,1,0,0,0
16,15,15,13,0,2221,168,9,9,11,19,1417,6,1,1,0,0,0
15,15,13,16,0,6,13,9,1,13,19,851,14,5,0,0,0,0
16,11,13,17,4,836,96,5,8,11,19,219,13,2,0,0,0,0
16,17,13,17,2,0,77,0,0,11,2,897,14,1,0,0,0,0
10,17,16,17,9,4,216,0,0,11,3,1012,3,5,0,0,0,0
14,17,13,17,2,-2,79,7,9,11,19,614,6,1,1,0,0,0
14,17,14,17,2,0,93,0,0,12,19,1137,2,2,0,0,0,0
10,17,13,17,7,10,122,9,1,11,11,942,16,6,0,0,101,1
14,17,13,17,7,2637,153,7,1,13,19,-13,2,3,0,0,0,0
14,17,13,11,5,2,111,7,9,10,19,522,6,1,0,0,0,0
15,16,14,16,0,804,53,3,3,13,11,351,14,1,0,0,0,0
10,11,13,11,0,2509,170,8,9,11,19,876,18,1,1,0,100,1
14,11,14,15,0,2850,226,0,9,13,19,639,18,1,0,0,21,1
16,17,13,17,0,3,170,0,9,10,19,1427,6,1,1,0,0,0
16,17,13,17,9,2866,171,0,1,11,19,217,7,2,0,0,0,0
10,11,13,11,0,2690,48,3,8,11,19,875,11,1,0,0,101,1
14,11,14,15,0,2,15,9,1,13,19,841,2,3,0,0,0,0
15,15,15,16,0,2772,167,9,1,11,19,1359,14,1,0,0,0,0
14,17,14,11,0,254,54,4,9,13,19,1131,7,1,1,0,0,0
14,17,13,17,2,-2,77,0,9,10,19,599,6,1,1,0,0,0
14,17,14,17,2,2,24,5,8,12,19,92,2,3,0,0,0,0
14,17,14,17,7,0,27,0,9,13,19,873,3,3,0,0,0,0
14,17,12,17,2,2623,149,0,2,13,19,1266,7,2,0,0,0,0
14,17,13,15,7,2724,56,0,2,11,19,584,7,1,1,0,0,0
16,17,15,17,4,1,169,0,2,11,19,1398,10,1,0,0,0,0
11,17,15,17,2,1,169,0,9,11,19,1375,6,1,1,0,0,0
14,17,12,17,9,1252,169,0,9,11,19,41,7,1,1,0,0,0
10,17,16,11,7,2440,144,0,9,11,19,87,7,1,0,0,0,0
14,17,14,11,7,1,80,4,2,13,19,562,14,1,0,0,100,1
10,11,13,10,0,2,21,7,9,12,19,872,1,4,0,0,0,0
15,16,11,16,0,1234,97,9,1,14,19,294,6,1,1,0,0,0
14,11,14,15,0,925,215,0,0,13,19,1247,7,3,0,0,0,0
11,17,13,17,2,3,148,7,6,11,19,39,10,1,0,0,0,0
14,17,14,17,7,5,221,4,2,13,19,532,11,3,0,0,0,0
14,11,16,17,9,1543,168,0,1,13,19,261,13,3,0,0,0,0
10,17,13,17,7,2,15,0,1,12,19,641,2,7,0,0,0,0
14,17,10,15,2,2,19,9,9,12,20,864,13,1,0,0,0,0
16,17,13,17,2,362,134,0,1,11,19,1235,7,2,1,0,0,0
14,17,14,17,7,954,220,0,0,13,19,604,11,3,0,0,0,0
11,11,15,11,0,0,53,9,9,11,19,1364,6,1,1,0,0,0
10,17,13,17,7,3,14,3,8,12,19,116,10,3,0,0,0,0
10,17,15,17,7,836,68,0,1,11,19,1006,11,1,0,0,101,1
16,17,13,17,4,0,171,9,1,11,19,261,13,3,0,0,0,0
16,11,14,15,0,1622,5,3,9,13,19,628,16,1,1,0,0,0
14,17,13,11,2,2,132,2,1,11,11,991,13,1,0,0,101,1
16,17,13,17,5,2,98,7,6,11,19,257,10,2,0,0,0,0
14,17,13,17,2,-1,99,9,6,11,19,227,10,2,0,0,0,0
10,17,13,17,4,-6,63,0,0,11,11,999,12,1,0,0,99,1
14,17,13,17,7,6,122,0,2,11,19,562,7,1,1,0,73,1
14,17,13,17,3,3,98,0,9,11,19,1377,6,1,1,0,0,0
15,16,14,12,0,1617,169,0,1,13,19,387,7,2,1,0,0,0
11,15,15,13,0,-1,169,9,1,11,19,1325,6,1,1,0,0,0
14,11,14,17,2,0,98,2,9,11,19,506,6,1,1,0,0,0
10,17,15,17,9,0,164,0,0,11,19,1476,17,7,0,0,0,0
14,17,14,17,7,3,144,3,1,13,19,545,17,1,0,0,100,1
14,15,14,10,0,2169,230,3,9,13,19,642,7,1,1,0,0,0
10,17,13,17,4,6,78,0,4,11,2,1420,17,1,0,0,0,0
14,17,14,17,0,3,229,6,9,13,19,496,10,1,0,0,0,0
11,17,13,17,3,4,98,0,9,11,19,278,6,1,1,0,0,0
14,17,14,17,2,2,7,0,6,13,2,831,2,10,0,0,0,0
15,16,15,16,0,-2,167,9,1,11,19,1386,6,1,1,0,0,0
16,11,13,17,3,2454,169,9,9,12,19,42,9,1,0,0,0,0
16,17,13,17,9,6,165,0,0,11,19,971,8,1,1,0,0,0
14,17,13,17,3,2,99,0,9,11,19,1070,6,1,1,0,0,0
14,17,14,17,0,1,103,0,9,10,19,554,6,1,1,0,0,0
14,17,14,17,0,2356,59,6,9,13,19,554,7,1,1,0,0,0
10,11,16,15,0,0,53,9,9,11,2,1406,3,1,0,0,0,0
14,15,14,13,0,1822,216,0,0,13,19,430,7,2,0,0,0,0
10,11,13,15,0,5,53,9,6,13,19,33,2,4,0,0,0,0
14,17,14,17,7,4,44,7,9,13,19,582,2,3,0,0,0,0
14,11,13,13,0,0,97,4,9,11,19,1081,6,1,1,0,0,0
16,17,13,12,0,-57,169,0,0,11,19,1226,7,1,1,0,0,0
